"HS_ID","Skupina","Podskupina","Kategorie výrobku","Zdroj","Included","CAGR_2022_30_ANALYSIS","IS_REALCAGR","CAGR_2022_30_FORECAST","CZ_Nazev","ENG_Nazev","Upravováno na novou HS22 terminologii","Odkud","Nově vloženo","Proč, odkud","IMF","","","","","","","","","",""
"840120","A04. Výroba nízkoemisní elektřiny a paliv","A04f. Jádro","Komponenty pro jadernou energetiku","""Technology Evolution of Chinaâ€™s Export of Renewable Energy Products"" By Xuping Cao et al, 2018; https://www.researchgate.net/publication/327123861_Technology_Evolution_of_China's_Export_of_Renewable_Energy_Products","IN","","N","0.0400","Stroje,přístroje pro oddělování izotopů,části","Machinery and apparatus: for isotopic separation, and parts thereof","","","","","1","","","","","","","","","",""
"902820","E01. Měřící a diagnostické přístroje; Monitoring","E0f. Měření v energetice a síťových odvětvích (HS9028 - 9030, 903210)","Měření odběru a výroby plynů, tekutin, elektřiny","LSE Navigator","IN","","N","0.0400","Měřiče kapalin","Meters: liquid supply or production meters, including calibrating meters thereof","","","","","0","","","","","","","","","",""
"850422","A06. Energetické sítě","A06a. Distribuce a přenos elektřiny","Transformační stanice a další síťové komponenty","LSE Navigator","IN","0.0580","Y","0.0580","Transformátory s kapalin.dielekt,650-10000kVA","Electrical transformers: liquid dielectric, having a power handling capacity exceeding 650kVA but not exceeding 10,000kVA","","","","","0","","","","","","","","","",""
"850423","A06. Energetické sítě","A06a. Distribuce a přenos elektřiny","Transformační stanice a další síťové komponenty","LSE Navigator","IN","0.0580","Y","0.0580","Transformátory s kapalin.dielekt,nad 10000kVA","Electrical transformers: liquid dielectric, having a power handling capacity exceeding 10,000kVA","","","","","0","","","","","","","","","",""
"850421","A06. Energetické sítě","A06a. Distribuce a přenos elektřiny","Transformační stanice a další síťové komponenty","LSE Navigator","IN","0.0580","Y","0.0580","Transformátory s kapalin.dielektrik,do 650kVA","Electrical transformers: liquid dielectric, having a power handling capacity not exceeding 650kVA","","","","","0","","","","","","","","","",""
"850720","A05. Ukládání energie","A05a. Baterie","Baterie","LSE Navigator","IN","","N","0.0400","Akumulátory elektrické olověné ost.","Electric accumulators: lead-acid, (other than for starting piston engines), including separators, whether or not rectangular (including square)","","","","","1","","","","","","","","","",""
"903010","E01. Měřící a diagnostické přístroje; Monitoring","E0f. Měření v energetice a síťových odvětvích (HS9028 - 9030, 903210)","Měření ionizujícího záření","LSE Navigator","IN","","N","0.0400","Příst.k měření,zjišťování ionizujícího záření","Instruments and apparatus: for measuring or detecting ionising radiations","","","","","0","","","","","","","","","",""
"902750","E01. Měřící a diagnostické přístroje; Monitoring","E01e. Chemická analýza (HS9027)","Ostatní","LSE Navigator","IN","","N","0.0400","Přístroje,nástroje ost.použív.optické záření","Instruments and apparatus: using optical radiations (UV, visible, IR), (other than spectrometers, spectrophotometers and spectrographs)","","","","","1","","","","","","","","","",""
"841919","A05. Ukládání energie","A05c. Ostatní ukládání","Ostatní ukládání (přečerpávací vodní, ohřátá voda,…)","LSE Navigator","IN","","N","0.0400","Neelektrické průtokové nebo zásobníkové ohřívače vody<br>(kromě plynových průtokových ohřívačů vody, solárních<br>ohřívačů vod","Heaters: instantaneous or storage water heaters, non-electric, (other than instantaneous gas or solar water heaters)","","","","","1","","","","","","","","","",""
"841911","A05. Ukládání energie","A05c. Ostatní ukládání","Ostatní ukládání (přečerpávací vodní, ohřátá voda,…)","LSE Navigator","IN","","N","0.0400","Karmy průtokové plynové","Heaters: instantaneous gas water heaters, for domestic or other purposes","","","","","0","","","","","","","","","",""
"902580","E01. Měřící a diagnostické přístroje; Monitoring","E01c. Měření okolního prostředí (HS9025)","Hydrometry","LSE Navigator","IN","","N","0.0400","Hydrometry,žároměry,vlhkoměry,psychometry ap","Hydrometers and similar floating instruments, barometers, hygrometers, psychrometers, thermometers, pyrometers: recording or not, any combination of these instruments (excluding thermometers and barometers not combined with other instruments)","","","","","0","","","","","","","","","",""
"841012","A04. Výroba nízkoemisní elektřiny a paliv","A04c. Vodní","Komponenty pro vodní energetiku","LSE Navigator","IN","","N","0.0400","Turbiny,kola vodní,1000-10000kW","Turbines: hydraulic turbines and water wheels, of a power exceeding 1000kW but not exceeding 10000kW","","","","","1","","","","","","","","","",""
"841013","A04. Výroba nízkoemisní elektřiny a paliv","A04c. Vodní","Komponenty pro vodní energetiku","LSE Navigator","IN","","N","0.0400","Turbiny,kola vodní,nad 10000kW","Turbines: hydraulic turbines and water wheels, of a power exceeding 10000kW","","","","","1","","","","","","","","","",""
"841011","A04. Výroba nízkoemisní elektřiny a paliv","A04c. Vodní","Komponenty pro vodní energetiku","LSE Navigator","IN","","N","0.0400","Turbiny,kola vodní,do 1000kW","Turbines: hydraulic turbines and water wheels, of a power not exceeding 1000kW","","","","","1","","","","","","","","","",""
"903281","E01. Měřící a diagnostické přístroje; Monitoring","E01i. Ostatní (HS 903x, a další)","Ostatní","LSE Navigator","IN","","N","0.0400","Přístr.autom.regulační,kontrolní,hydraul,pneu","Regulating or controlling instruments and apparatus: automatic, hydraulic or pneumatic","","","","","0","","","","","","","","","",""
"841950","A04. Výroba nízkoemisní elektřiny a paliv","A04f. Jádro","Komponenty pro jadernou energetiku","LSE Navigator","IN","","N","0.0400","Výměníky tepla","Heat exchange units: not used for domestic purposes","","","","","1","","","","","","","","","",""
"700991","A04. Výroba nízkoemisní elektřiny a paliv","A04b. Solární","Komponenty pro solární energetiku","LSE Navigator","IN","0.1200","Y","0.1200","Zrcadla skleněná nezarámovaná","Glass mirrors: unframed, excluding rear-view mirrors for vehicles","","","","","0","","","","","","","","","",""
"700992","A04. Výroba nízkoemisní elektřiny a paliv","A04b. Solární","Komponenty pro solární energetiku","LSE Navigator","IN","0.1200","Y","0.1200","Zrcadla skleněná zarámovaná","Glass mirrors: framed, excluding rear-view mirrors for vehicles","","","","","0","","","","","","","","","",""
"848340","A04. Výroba nízkoemisní elektřiny a paliv","A04a. Větrná","Komponenty pro větrnou energetiku","LSE Navigator","IN","0.0840","Y","0.0840","Kola,převody ozubené,šrouby kuličk,převodovky","Gears and gearing: (not toothed wheels, chain sprockets and other transmission elements presented separately): ball or roller screws: gear boxes and other speed changers, including torque converters","","","","","1","","","","","","","","","",""
"902710","E01. Měřící a diagnostické přístroje; Monitoring","E01e. Chemická analýza (HS9027)","Ostatní","LSE Navigator","IN","","N","0.0400","Analyzátory plynů,kouře","Instruments and apparatus: gas or smoke analysis apparatus, for physical or chemical analysis","","","","","1","","","","","","","","","",""
"841182","A04. Výroba nízkoemisní elektřiny a paliv","A04g. Efektivní využití plynu a vodíku","Komponenty pro výrobu energie z plynů","LSE Navigator","IN","","N","0.0400","Turbiny plynové ost,nad 5000kW","Turbines: gas-turbines (excluding turbo-jets and turbo-propellers), of a power exceeding 5000kW","","","","","1","","","","","","","","","",""
"841181","A04. Výroba nízkoemisní elektřiny a paliv","A04g. Efektivní využití plynu a vodíku","Komponenty pro výrobu energie z plynů","LSE Navigator","IN","","N","0.0400","Turbiny plynové ost,do 5000kW","Turbines: gas-turbines (excluding turbo-jets and turbo-propellers), of a power not exceeding 5000kW","","","","","1","","","","","","","","","",""
"902810","E01. Měřící a diagnostické přístroje; Monitoring","E0f. Měření v energetice a síťových odvětvích (HS9028 - 9030, 903210)","Měření odběru a výroby plynů, tekutin, elektřiny","LSE Navigator","IN","","N","0.0400","Plynoměry","Meters: gas, supply or production meters, including calibrating meters thereof","","","","","0","","","","","","","","","",""
"840130","A04. Výroba nízkoemisní elektřiny a paliv","A04f. Jádro","Komponenty pro jadernou energetiku","""Technology Evolution of Chinaâ€™s Export of Renewable Energy Products"" By Xuping Cao et al, 2018; https://www.researchgate.net/publication/327123861_Technology_Evolution_of_China's_Export_of_Renewable_Energy_Products","IN","","N","0.0400","Články(kazety)palivové nevyhořelé pro reakto","Fuel elements (cartridges): non-irradiated","","","","","0","","","","","","","","","",""
"842139","A01. Výroba, nízkoemisní výrobní postupy","A01a. Nízkoemisní výroba","Nízkoemisní výroby ostatní","LSE Navigator","IN","","N","0.0400","Stroje a přístroje pro filtrování nebo<br>čištění plynů (kromě separátorů isotopů, sacích<br>vzduchových filtrů pro spalovací","Machinery: for filtering or purifying gases, other than intake air filters, catalytic converters or particulate filters for internal combustion engines","","","","","1","","","","","","","","","",""
"902680","E01. Měřící a diagnostické přístroje; Monitoring","E01d. Měření vlastností plynů a tekutnin (HS9026)","Měření vlastností plynů a tekutin","LSE Navigator","IN","","N","0.0400","Přístr.ost.měření ap proměn.charak.kapalin ap","Instruments and apparatus: for measuring or checking variables of liquids or gases (excluding pressure or the flow and level of liquids and those of heading no. 9014, 9015, 9028 and 9032)","","","","","1","","","","","","","","","",""
"871499","A02. Doprava","A02e. Cyklistika a jednostopá ","Díly a vybavení","LSE Navigator","IN","","N","0.0400","Části ost.motocyklů,jízdních kol,invalid.voz.","Cycles: parts thereof, n.e.c. in item no. 8714.9","Ano","","","","0","","","","","","","","","",""
"850590","A06. Energetické sítě","A06a. Distribuce a přenos elektřiny","Transformační stanice a další síťové komponenty","LSE Navigator","IN","0.0580","Y","0.0580","Zařízení upínací s magnety,části magnetů ap","Magnets: electro-magnets, holding devices and parts n.e.c. in heading no. 8505","","","","","0","","","","","","","","","",""
"902830","E01. Měřící a diagnostické přístroje; Monitoring","E0f. Měření v energetice a síťových odvětvích (HS9028 - 9030, 903210)","Měření odběru a výroby plynů, tekutin, elektřiny","LSE Navigator","IN","","N","0.0400","Elektroměry","Meters: electricity supply or production meters, including calibrating meters thereof","","","","","0","","","","","","","","","",""
"903031","E01. Měřící a diagnostické přístroje; Monitoring","E0f. Měření v energetice a síťových odvětvích (HS9028 - 9030, 903210)","Ostatní","LSE Navigator","IN","","N","0.0400","Přístroje měřicí (napětí ap) víceúčelové,bez registr.zařízení","Multimeters: for measuring or checking voltage, current, resistance or power (other than those for measuring or checking semiconductor wafer or devices), without a recording device","","","","","0","","","","","","","","","",""
"902789","E01. Měřící a diagnostické přístroje; Monitoring","E01e. Chemická analýza (HS9027)","Ostatní","LSE Navigator","IN","","N","0.0400","Přístroje a zařízení pro fyzikální nebo<br>chemické rozbory, přístroje a zařízení na<br>měření nebo kontrolu viskozity, pórovi","Instruments and apparatus: for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, exposure meters","Ano","","","","1","","","","","","","","","",""
"903089","E01. Měřící a diagnostické přístroje; Monitoring","E0f. Měření v energetice a síťových odvětvích (HS9028 - 9030, 903210)","Ostatní","LSE Navigator","IN","","N","0.0400","Přístroje měřicí (el.veličiny,záření) ost,bez registr.zařízení","Instruments and apparatus: n.e.c. in heading no. 9030, without a recording device","","","","","0","","","","","","","","","",""
"853720","A06. Energetické sítě","A06a. Distribuce a přenos elektřiny","Transformační stanice a další síťové komponenty","LSE Navigator","IN","0.0580","Y","0.0580","Rozvaděče ap pro zaříz,rozvody el,nad 1000V","Boards, panels, consoles, desks and other bases: for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage exceeding 1000 volts","","","","","0","","","","","","","","","",""
"853710","A06. Energetické sítě","A06a. Distribuce a přenos elektřiny","Transformační stanice a další síťové komponenty","LSE Navigator","IN","0.0580","Y","0.0580","Rozvaděče ap pro zařízení,rozvody el,do 1000V","Boards, panels, consoles, desks and other bases: for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage not exceeding 1000 volts","","","","","1","","","","","","","","","",""
"853010","A02. Doprava","A02a. Železniční (osobní i nákladní)","Infrastruktura (nové tratě a elektrifikace stávajících)","LSE Navigator","IN","0.0500","Y","0.0500","Přístr.el.signaliz.ap pro dopravu želez,tram.","Signalling, safety or traffic control equipment: for railways or tramways (excluding those of heading no. 8608)","","","","","0","","","","","","","","","",""
"903084","E01. Měřící a diagnostické přístroje; Monitoring","E0f. Měření v energetice a síťových odvětvích (HS9028 - 9030, 903210)","Ostatní","LSE Navigator","IN","","N","0.0400","Přístroje měřicí (el.veličiny,záření) ost,s registr.zařízením","Instruments and apparatus: n.e.c. in heading no. 9030, with a recording device","Ano","","","","0","","","","","","","","","",""
"841459","A01. Výroba, nízkoemisní výrobní postupy","A01c. Elektrifikace výrobních postupů","Elektrifikace ve výrobě","LSE Navigator","IN","","N","0.0400","Ventilátory ostatní","Fans: n.e.c. in item no. 8414.51","","","","","0","","","","","","","","","",""
"903149","E01. Měřící a diagnostické přístroje; Monitoring","E01a. Optická měření (HS 9000 - 9013, HS 903140)","Optická měření","LSE Navigator","IN","","N","0.0400","Ostatní přístroje pro měření a kontrolu<br>el.za","Optical instruments and appliances: for measuring or checking, n.e.c. in chapter 90","Ano","","","","1","","","","","","","","","",""
"860711","A02. Doprava","A02a. Železniční (osobní i nákladní)","Díly a vybavení","LSE Navigator","IN","0.0500","Y","0.0500","Podvozky hnací,Biesselovy železnič.aj vozidel","Railway or tramway locomotives or rolling stock: parts, driving bogies and bissel-bogies","","","","","0","","","","","","","","","",""
"850980","A03. Budovy","A03b. Elektrifikace domácností","Domácí elektrické spotřebiče","LSE Navigator","IN","","N","0.0400","Přístroje elektromechanické pro domácnost ost","Electro-mechanical domestic appliances: with self-contained electric motor, other than vacuum cleaners of heading 85.08, n.e.c. in heading no. 8509","","","","","0","","","","","","","","","",""
"860730","A02. Doprava","A02a. Železniční (osobní i nákladní)","Díly a vybavení","LSE Navigator","IN","0.0500","Y","0.0500","Systémy spřáhlové,nárazníky ap žel.aj vozidel","Railway or tramway locomotives or rolling stock: parts, hooks and other coupling devices, buffers and parts thereof","","","","","0","","","","","","","","","",""
"840420","A05. Ukládání energie","A05b. Vodik a čpavek","Vodík (elektrolyzéry)","LSE Navigator","IN","","N","0.0400","Kondenzátory pro parní stroj na vodní<br>aj páru","Boilers: condensers, for steam or other vapour power units","","","","","1","","","","","","","","","",""
"841861","A03. Budovy","A03b. Elektrifikace tepelného hospodářství","Tepelná čerpadla a HVAC","LSE Navigator","IN","","N","0.0400","Čerpadla tepelná,jiná než klimat.zař.HS 8485","Heat pumps: other than air conditioning machines of heading no. 8415","","","","","1","","","","","","","","","",""
"848360","A04. Výroba nízkoemisní elektřiny a paliv","A04a. Větrná","Komponenty pro větrnou energetiku","LSE Navigator","IN","0.0840","Y","0.0840","Spojky,i hřídelové(vč kloubů kardanových)","Clutches and shaft couplings (including universal joints)","","","","","1","","","","","","","","","",""
"860691","A02. Doprava","A02a. Železniční (osobní i nákladní)","Nové lokomotivy a vozy","LSE Navigator","IN","0.0500","Y","0.0500","Vagóny nákladní kryté,uzavřené,bez pohonu","Railway or tramway goods vans and wagons: covered and closed, not self-propelled","","","","","0","","","","","","","","","",""
"902720","E01. Měřící a diagnostické přístroje; Monitoring","E01e. Chemická analýza (HS9027)","Chromatografy","LSE Navigator","IN","","N","0.0400","Chromatografy,přístroje pro elektroforézu","Chromatographs and electrophoresis instruments","","","","","1","","","","","","","","","",""
"392111","A03. Budovy","A03a. Snižování energetické náročnosti budov","Zateplení, izolace","LSE Navigator","IN","","N","0.0400","Desky,listy ap z polymerů styrenu,pórovité","Plastics: plates, sheets, film, foil and strip, of polymers of styrene, cellular","","","","","0","","","","","","","","","",""
"392113","A03. Budovy","A03a. Snižování energetické náročnosti budov","Zateplení, izolace","LSE Navigator","IN","","N","0.0400","Desky,listy,fólie ap z polyurethanů,pórovité","Plastics: plates, sheets, film, foil and strip, of polyurethanes, cellular","","","","","0","","","","","","","","","",""
"903020","E01. Měřící a diagnostické přístroje; Monitoring","E0f. Měření v energetice a síťových odvětvích (HS9028 - 9030, 903210)","Osciloskopy","LSE Navigator","IN","","N","0.0400","Osciloskopy,oscilografy","Oscilloscopes and oscillographs","","","","","0","","","","","","","","","",""
"860729","A02. Doprava","A02a. Železniční (osobní i nákladní)","Díly a vybavení","LSE Navigator","IN","0.0500","Y","0.0500","Brzdy(ne pneumat)železnič.aj vozidel,části","Railway or tramway locomotives or rolling stock: parts, brakes (other than air brakes) and parts thereof","","","","","0","","","","","","","","","",""
"871200","A02. Doprava","A02e. Cyklistika a jednostopá ","Kola, elektrokola, motocykly s elektromotorem","LSE Navigator","IN","","N","0.0400","Kola jízdní aj bez motoru(vč dodávk.tříkolek)","Bicycles and other cycles: including delivery tricycles, not motorised","","","","","0","","","","","","","","","",""
"440130","OUT","OUT","OUT","""Technology Evolution of Chinaâ€™s Export of Renewable Energy Products"" By Xuping Cao et al, 2018; https://www.researchgate.net/publication/327123861_Technology_Evolution_of_China's_Export_of_Renewable_Energy_Products","OUT","","N","0.0400","#N/A","#N/A","","","","","","","","","","","","","","",""
"847930","OUT","OUT","OUT","""Technology Evolution of Chinaâ€™s Export of Renewable Energy Products"" By Xuping Cao et al, 2018; https://www.researchgate.net/publication/327123861_Technology_Evolution_of_China's_Export_of_Renewable_Energy_Products","OUT","","N","0.0400","Lisy aj stroje pro zpracování dřeva,korku<br>ap","Machinery and mechanical appliances: presses for the manufacture of particle or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork","","","","","0","","","","","","","","","",""
"854460","OUT","OUT","OUT","HAL open science paper: ""Competitive advantage in the renewable energy industry: Evidence from a gravity model"" by Onno Kuik, FrÃ©dÃ©ric Branger, Philippe Quirion, 2019; https://hal.science/hal-04431247/document","OUT","","N","0.0400","Vodiče elektrické,>1000V","Insulated electric conductors: for a voltage exceeding 1000 volts","","","","","0","","","","","","","","","",""
"841620","OUT","OUT","OUT","""Technology Evolution of Chinaâ€™s Export of Renewable Energy Products"" By Xuping Cao et al, 2018; https://www.researchgate.net/publication/327123861_Technology_Evolution_of_China's_Export_of_Renewable_Energy_Products","OUT","","N","0.0400","Hořáky ostatní vč hořáků kombinovaných","Furnaces: furnace burners, for pulverized solid fuel or gas, including combination burners","","","","","0","","","","","","","","","",""
"722840","OUT","OUT","OUT","""Technology Evolution of Chinaâ€™s Export of Renewable Energy Products"" By Xuping Cao et al, 2018; https://www.researchgate.net/publication/327123861_Technology_Evolution_of_China's_Export_of_Renewable_Energy_Products","OUT","","N","0.0400","Tyče,pruty ost.z oceli legované,kované","Steel, alloy: bars and rods, forged","","","","","0","","","","","","","","","",""
"840590","OUT","OUT","OUT","""Technology Evolution of Chinaâ€™s Export of Renewable Energy Products"" By Xuping Cao et al, 2018; https://www.researchgate.net/publication/327123861_Technology_Evolution_of_China's_Export_of_Renewable_Energy_Products","OUT","","N","0.0400","Části,součásti generátorů plyn,vyvíječů acet.","Generators: parts of producer gas, water gas, acetylene gas and similar water process gas generators, with or without their purifiers","","","","","0","","","","","","","","","",""
"392099","OUT","OUT","OUT","""Technology Evolution of Chinaâ€™s Export of Renewable Energy Products"" By Xuping Cao et al, 2018; https://www.researchgate.net/publication/327123861_Technology_Evolution_of_China's_Export_of_Renewable_Energy_Products","OUT","","N","0.0400","Desky ap z plastů ost,nevyztužené,nekombinov.","Plastics: plates, sheets, film, foil and strip (not self-adhesive), of plastics n.e.c. in heading no. 3920, non-cellular and not reinforced, laminated, supported or similarly combined with other materials","","","","","0","","","","","","","","","",""
"840790","OUT","OUT","OUT","""Technology Evolution of Chinaâ€™s Export of Renewable Energy Products"" By Xuping Cao et al, 2018; https://www.researchgate.net/publication/327123861_Technology_Evolution_of_China's_Export_of_Renewable_Energy_Products","OUT","","N","0.0400","Motory píst.zážeh.spalov.vratné,rotační ost.","Engines: rotary internal combustion piston engines, for other than aircraft or marine propulsion","","","","","0","","","","","","","","","",""
"560890","3. Environmental protection","3z. Marine life protection","OUT","LSE Navigator","OUT","","N","0.0400","Síťoviny vázané z motouzů,šňůr,provazů","Twine, cordage or rope: knotted netting, of other than man-made textiles","","","","","0","","","","","","","","","",""
"560721","3. Environmental protection","3z. Marine life protection","OUT","LSE Navigator","OUT","","N","0.0400","Motouz vázací ap z vlák.sisalových aj<br>r.Agave","Twine: binder or baler twine, of sisal or other textile fibres of the genus agave","","","","","0","","","","","","","","","",""
"950720","3. Environmental protection","3z. Marine life protection","OUT","LSE Navigator","OUT","","N","0.0400","Udice,i navázané na nástavec","Fish-hooks: whether or not snelled","","","","","","","","","","","","","","",""
"560811","3. Environmental protection","3z. Marine life protection","OUT","LSE Navigator","OUT","","N","0.0400","Sítě rybářské zcela zhot.z mater.textil.chem.","Twine, cordage or rope: fishing nets, made up, of man made textile materials","","","","","0","","","","","","","","","",""
"870892","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Tlumiče výfuku,potrubí výfukové;části,součásti","Vehicle parts: silencers (mufflers) and exhaust pipes: parts thereof","","","","","0","","","","","","","","","",""
"860290","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Lokomotivy,lokotraktory(ne dieselektr),tendry","Rail locomotives and locomotive tenders: other than diesel-electric powered","","","","","0","","","","","","","","","",""
"680800","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Desky,bloky ap z vlák.rost,hoblin ap.s pojivy","Panels, boards, tiles, blocks and the like: of vegetable fibre, of straw, shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders","","","","","0","","","","","","","","","",""
"681019","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Tašky,dlaždice aj z cementu,betonu ap,i vyzt.","Cement, concrete or artificial stone: tiles, flagstones and similar, (excluding building blocks and bricks) whether or not reinforced","","","","","0","","","","","","","","","",""
"732183","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","#N/A","#N/A","","","","","","","","","","","","","","",""
"681091","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Dílce stav.prefabr.z cementu,betonu ap,i vyzt","Cement, concrete or artificial stone: prefabricated structural components for building or civil engineering, whether or not reinforced","","","","","0","","","","","","","","","",""
"870290","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Vozidla motor.veř.os.dopravy,ne píst.vznět.m.","Vehicles: public transport type (carries 10 or more persons, including driver), n.e.c. in heading 8702, new or used","","","","","0","","","","","","","","","",""
"870390","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Osobní automobily a jiná motorová vozidla<br>konstruovaná především pro přepravu < 10<br>osob, včetně osobních dodávkových aut","Vehicles: for transport of persons (other than those of heading no. 8702) n.e.c. in heading no. 8703","","","","","0","","","","","","","","","",""
"730890","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Konstrukce,části,výr.konstr.ost.z železa,ocel","Iron or steel: structures and parts thereof, n.e.c. in heading 7308","","","","","0","","","","","","","","","",""
"860210","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Lokomotivy dieselelektrické","Rail locomotives: diesel-electric powered","","","","","0","","","","","","","","","",""
"761090","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Konstrukce ost,části pro konstrukce z hliníku","Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, n.e.c. in heading no. 7610, plates, rods, profiles, tubes and the like","","","","","0","","","","","","","","","",""
"680610","A01. Výroba, nízkoemisní výrobní postupy","A01a. Nízkoemisní výroba","IMF","LSE Navigator","IN","","N","0.0400","Vlna strusková,horninová ap minerál,vč směsí","Slag wool, rock wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls","","","Ano","IMF","1","","","","","","","","","",""
"830630","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Rámečky k foto,obrazům ap,zrcadla,z kovů obec","Photograph, picture or similar frames, mirrors: of base metal","","","","","0","","","","","","","","","",""
"853090","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Části přístrojů el.signal,bezpečn.pro dopravu","Signalling apparatus: parts of safety, traffic control equipment for railways, tramways, roads, inland waterways, airfields, parking facilities, port instalments (excluding those of heading no. 8608)","","","","","0","","","","","","","","","",""
"840999","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Části motorů pístových vznět.s vnitř.spalov.","Engines: parts for internal combustion piston engines (excluding spark-ignition)","","","","","0","","","","","","","","","",""
"853939","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Výbojky ostatní,ne ultrafialové","Lamps: discharge, (excluding ultra-violet, excluding fluorescent, hot cathode)","","","","","0","","","","","","","","","",""
"761100","A01. Výroba, nízkoemisní výrobní postupy","A01a. Nízkoemisní výroba","IMF","LSE Navigator","IN","","N","0.0400","Nádrže,cisterny,kádě ap z hliníku,nad 300l","Aluminium: reservoirs, tanks, vats and similar containers, for material (not compressed or liquefied gas), of a capacity over 300l, whether or not lined, not fitted with mechanical/thermal equipment","","","Ano","IMF","1","","","","","","","","","",""
"732190","A01. Výroba, nízkoemisní výrobní postupy","A01a. Nízkoemisní výroba","IMF","LSE Navigator","IN","","N","0.0400","Části zaříz.varných,topných pro dom,z žel,oce","Domestic appliances: non-electric, parts thereof, of iron or steel","","","Ano","IMF","1","","","","","","","","","",""
"392510","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Nádrže,zásobníky,kádě ap z plastů,nad 300 l","Plastics: builders' ware, reservoirs, tanks, vats and similar containers of a capacity exceeding 300 litres","","","","","0","","","","","","","","","",""
"840991","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Části motorů pístových zážeh.s vnitř.spalov.","Engines: parts, suitable for use solely or principally with spark-ignition internal combustion piston engines (for other than aircraft)","","","","","0","","","","","","","","","",""
"853921","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Žárovky,zářivky halogenové s wolfram.vláknem","Lamps: filament, (excluding ultra-violet or infra-red), tungsten halogen","","","","","0","","","","","","","","","",""
"681011","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Tvárnice,cihly z cementu,betonu ap,i vyztuž.","Cement, concrete or artificial stone: building blocks or bricks, whether or not reinforced","","","","","0","","","","","","","","","",""
"860800","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Materiál svrškový kolej,přístr.mech.návěst.ap","Railway or tramway track fixtures and fittings: mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields: parts thereof","","","","","0","","","","","","","","","",""
"851629","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Přístroje elektrické pro vytápění ostatní","Heating apparatus: electric soil heating apparatus and space heating apparatus (excluding storage heating radiators)","","","","","0","","","","","","","","","",""
"841990","A01. Výroba, nízkoemisní výrobní postupy","A01a. Nízkoemisní výroba","IMF","LSE Navigator","IN","","N","0.0400","Části zařízení laborator,sušicích,ohřívačů ap","Machinery, plant and laboratory equipment: parts of equipment for treating materials by a process involving a change of temperature","","","Ano","IMF","1","","","","","","","","","",""
"871639","9. Generic industrial goods (no change)","99. Generic industrial goods","OUT","LSE Navigator","OUT","","N","0.0400","Přívěsy,návěsy pro přepravu zboží,ne nádržk.","Trailers and semi-trailers: (other than tanker type)","","","","","0","","","","","","","","","",""
