,HS6,OD,DO,POPIS
3019,551633,2017-01-01,2999-12-31,"Tkaniny,vlákna střiž.um.do 85%,vlna,různobar."
3020,551634,2017-01-01,2999-12-31,"Tkaniny,vlákna střiž.um.do 85%,vlna,potisk."
3021,551641,2017-01-01,2999-12-31,"Tkaniny,vlák.střiž.um.do 85%,bavlna,neběl,běl"
3022,551642,2017-01-01,2999-12-31,"Tkaniny,vlákna střiž.um.do 85%,bavlna,barvené"
3023,551643,2017-01-01,2999-12-31,"Tkaniny,vlákna střiž.um.do 85%,bavlna,růzbar."
3024,551644,2017-01-01,2999-12-31,"Tkaniny,vlákna střiž.um.do 85%,bavlna,potisk."
3025,551691,2017-01-01,2999-12-31,"Tkaniny z vláken střiž.umělých ost,neběl,běl."
3026,551692,2017-01-01,2999-12-31,"Tkaniny z vláken střiž.umělých ost,barvené"
3027,551693,2017-01-01,2999-12-31,"Tkaniny z vláken střiž.umělých ost,růzb.příze"
3028,551694,2017-01-01,2999-12-31,"Tkaniny z vláken střiž.umělých ost,potisknuté"
3029,560121,2017-01-01,2999-12-31,"Vata bavlněná,jiné výrobky z vaty"
3030,560122,2017-01-01,2999-12-31,"Vata z vláken chemických,jiné výrobky z vaty"
3031,560129,2017-01-01,2999-12-31,"Vata z materiálů textil.ost,výrobky z vaty"
3032,560130,2017-01-01,2999-12-31,"Vločky(vlákno do 5mm),prach,nopky textilní"
3033,560210,2017-01-01,2999-12-31,"Plsti vpichované,textilie proplétané,i impreg"
3034,560221,2017-01-01,2999-12-31,"Plsť z vlny,chlupů zvířecích,neimpregnovaná"
3035,560229,2017-01-01,2999-12-31,"Plsť z materiálů textilních jiných,neimpregn."
3036,560290,2017-01-01,2999-12-31,"Plsť ostatní,i impregnovaná,laminovaná ap"
3037,560311,2017-01-01,2999-12-31,Textilie z chemic.vláken o hmot. do 25 g/m2
3038,560312,2017-01-01,2999-12-31,Textilie z chemic.vláken o hmot. 25-70g/m2
3039,560313,2017-01-01,2999-12-31,Textilie z chemic.vláken o hmot. 70-150g/m2
3040,560314,2017-01-01,2999-12-31,Textilie z chemic.vláken o hmot. nad 150g/m2
3041,560391,2017-01-01,2999-12-31,Ost.textil. z chem.vláken o hmot. do 25g/m2
3042,560392,2017-01-01,2999-12-31,Ost.textil. z chem.vláken o hmot. 25-70g/m2
3043,560393,2017-01-01,2999-12-31,Ost.textil. z chem.vláken o hmot. 70-150g/m2
3044,560394,2017-01-01,2999-12-31,Ost.textilie z chem.vláken o hmot.nad 150g/m2
3045,560410,2017-01-01,2999-12-31,"Nitě kaučukové,kordové pokryté textilem"
3046,560490,2017-01-01,2999-12-31,"Příze,pásky ap tvary textilní ost,impregn.ap"
3047,560500,2017-01-01,2999-12-31,"Příze metalizovaná,i opředená,kombin.s kovem"
3048,560600,2017-01-01,2999-12-31,"Nitě,pásky ap opředené,příze žinylková apod"
3049,560721,2017-01-01,2999-12-31,Motouz vázací ap z vlák.sisalových aj r.Agave
3050,560729,2017-01-01,2999-12-31,"Provazy,lana ap z vlák.sisalových aj r.Agave"
3051,560741,2017-01-01,2999-12-31,"Motouz vázací ap z polyethylenu,polypropylenu"
3052,560749,2017-01-01,2999-12-31,"Provazy,lana ap z polythylenu,polypropylenu"
3053,560750,2017-01-01,2999-12-31,"Provazy,lana,šňůry ap z vláken syntet.jiných"
3054,560790,2017-01-01,2999-12-31,"Provazy,lana,sňůry,motouzy ostatní"
3055,560811,2017-01-01,2999-12-31,Sítě rybářské zcela zhot.z mater.textil.chem.
3056,560819,2017-01-01,2999-12-31,Sítě jiné zcela zhotovené z mater.textil.chem
3057,560890,2017-01-01,2999-12-31,"Síťoviny vázané z motouzů,šňůr,provazů"
3058,560900,2017-01-01,2999-12-31,"Výrobky z nití,pásků ap,motouzy,šňůry aj jn"
3059,570110,2017-01-01,2999-12-31,"Koberce aj podl.krytiny z vlny,chlupů,vázané"
3060,570190,2017-01-01,2999-12-31,"Koberce aj podl.krytiny z mat.text.ost,vázané"
3061,570210,2017-01-01,2999-12-31,"Koberce Kelim,Schumacks,Karamanie,ručně tkané"
3062,570220,2017-01-01,2999-12-31,"Krytiny podlahové z vláken kokosových,tkané"
3063,570231,2017-01-01,2999-12-31,"Koberce aj s vlasem,z vlny,chlupů,tkané,nehotové"
3064,570232,2017-01-01,2999-12-31,"Koberce aj s vlasem,z mat.tex.chem,tkané,nehotové"
3065,570239,2017-01-01,2999-12-31,"Koberce aj s vlasem,z mat.tex.ost,tkané,nehotové"
3066,570241,2017-01-01,2999-12-31,"Koberce aj s vlasem,z vlny,chlupů,tkané,hotové"
3067,570242,2017-01-01,2999-12-31,"Koberce aj s vlasem,z mat.tex.chem,tkané,hotové"
3068,570249,2017-01-01,2999-12-31,"Koberce aj s vlasem,z mat.tex.ost,tkané,hotové"
3069,570250,2017-01-01,2999-12-31,"Koberce aj bez vlasu,z mat.tex.ost,tkané,nehotové"
3070,570291,2017-01-01,2999-12-31,"Koberce aj bez vlasu,z vlny,chlupů,tkané,hotové"
3071,570292,2017-01-01,2999-12-31,"Koberce aj bez vlasu,z mat.tex.chem,tkané,hotové"
3072,570299,2017-01-01,2999-12-31,"Koberce aj bez vlasu,z mat.tex.ost,tkané,hotové"
3073,570310,2017-01-01,2999-12-31,"Koberce aj z vlny,chlupů,všívané,hotové"
3074,570320,2017-01-01,2021-12-31,"Koberce aj z nylonu aj polyam,všívané,hotové"
3075,570321,2022-01-01,2999-12-31,"Umělé trávníky, z nylonu nebo jiných polyamidů, všívané, též zcela zhotovené"
3076,570329,2022-01-01,2999-12-31,"Koberce a jiné textilní podlahové krytiny, z nylonu nebo jiných polyamidů, všívané, též zcela zhotovené (kromě umělých t"
3077,570330,2017-01-01,2021-12-31,"Koberce aj z mat.tex.chem.ost,všívané,hotové"
3078,570331,2022-01-01,2999-12-31,"Umělé trávníky, z chemických textilních materiálů, všívané, též zcela zhotovené (kromě těch z nylonu nebo jiných polyami"
3079,570339,2022-01-01,2999-12-31,"Koberce a jiné textilní podlahové krytiny, z chemických textilních materiálů, všívané, též zcela zhotovené (kromě těch z"
3080,570390,2017-01-01,2999-12-31,"Koberce aj z mater.textil.ost,všívané,hotové"
3081,570410,2017-01-01,2999-12-31,"Dlaždice z plsti do 0,30m2,nevšívané,hotové"
3082,570420,2017-01-01,2999-12-31,"Dlaždice, z plsti, nevšívané ani nepovločkované, o ploše > 0,3 m2, avšak <= 1 m2"
3083,570490,2017-01-01,2999-12-31,"Koberce aj text.podlah.kryt.z plsti,nevš,hotové"
3084,570500,2017-01-01,2999-12-31,"Koberce,krytiny podlahové textilní ostatní"
3085,580110,2017-01-01,2999-12-31,"Tkaniny vlasové,žinylkové z vlny,chlupů zvíř."
3086,580121,2017-01-01,2999-12-31,Tkaniny vlasové útkové neřezané z bavlny
3087,580122,2017-01-01,2999-12-31,Manšestr řezaný z bavlny
3088,580123,2017-01-01,2999-12-31,Tkaniny vlasové útkové jiné z bavlny
3089,580126,2017-01-01,2999-12-31,Tkaniny žinylkové z bavlny
3090,580127,2017-01-01,2999-12-31,Osnovní vlasové tkaniny z bavlny
3091,580131,2017-01-01,2999-12-31,Tkaniny vlasové útkové neřezané z vláken chem
3092,580132,2017-01-01,2999-12-31,Manšestr řezaný z vláken chemických
3093,580133,2017-01-01,2999-12-31,Tkaniny vlasové útkové jiné z vláken chemic.
3094,580136,2017-01-01,2999-12-31,Tkaniny žinylkové z vláken chemických
3095,580137,2017-01-01,2999-12-31,Osnovní vlasové tkaniny z chemických vláken
3096,580190,2017-01-01,2999-12-31,"Tkaniny vlasové,žinylkové z materiálů ostat."
3097,580210,2022-01-01,2999-12-31,"Froté a podobné smyčkové tkaniny, z bavlny (kromě stuh čísla 5806, koberců a jiných podlahových krytin)"
3098,580211,2017-01-01,2021-12-31,"Ručníkoviny ap tk.smyčkové z bavlny,nebělené"
3099,580219,2017-01-01,2021-12-31,"Ručníkoviny ap tk.smyčkové z bavlny,ne neběl."
3100,580220,2017-01-01,2999-12-31,Ručníkoviny ap tk.smyčkové z materiálů ostat.
3101,580230,2017-01-01,2999-12-31,"Textilie všívané,ne koberce ap krytiny podlah"
3102,580300,2017-01-01,2999-12-31,Tkaniny perlinkové jiné než stuhy
3103,580410,2017-01-01,2999-12-31,"Tyly aj textilie síťové,ne tkané,pletené,háčk"
3104,580421,2017-01-01,2999-12-31,Krajky vyrobené strojně z vláken chemických
3105,580429,2017-01-01,2999-12-31,Krajky vyr.strojně z materiálů textilních ost
3106,580430,2017-01-01,2999-12-31,Krajky vyrobené ručně
3107,580500,2017-01-01,2999-12-31,"Tapiserie ručně tkané(goblén),pracov.jehlou"
3108,580610,2017-01-01,2999-12-31,"Tkaniny(stuhy)vlasové(vč smyčk.),žinylkové"
3109,580620,2017-01-01,2999-12-31,"Tkan.(stuhy),nad 5% nitě elastomerové,pryžové"
3110,580631,2017-01-01,2999-12-31,Tkaniny(stuhy)ostatní z bavlny
3111,580632,2017-01-01,2999-12-31,Tkaniny(stuhy)ostatní z vláken chemických
3112,580639,2017-01-01,2999-12-31,Tkaniny(stuhy)ost.z materiálů textilních ost.
3113,580640,2017-01-01,2999-12-31,Textilie bez útku(bolduky)
3114,580710,2017-01-01,2999-12-31,"Štítky,odznaky ap z mat.text,nevyšívané,tkané"
3115,580790,2017-01-01,2999-12-31,"Štítky,odznaky ap z mat.text,nevyšívané,ostat"
3116,580810,2017-01-01,2999-12-31,"Prýmky v metráži,ozdob.lemovky,ne plet,háčkov"
3117,580890,2017-01-01,2999-12-31,"Střapce,bambule ap výrobky,ne pletené,háčkov."
3118,580900,2017-01-01,2999-12-31,"Tkaniny z nití kovových,příze pokovené,jn"
3119,581010,2017-01-01,2999-12-31,"Výšivky bez viditelného podkladu,v metráži ap"
3120,581091,2017-01-01,2999-12-31,"Výšivky ostatní z bavlny,v metráži,pásech ap"
3121,581092,2017-01-01,2999-12-31,"Výšivky ost.z vláken chemických,v metráži ap"
3122,581099,2017-01-01,2999-12-31,"Výšivky ost.z materiálů text.ost,v metráži ap"
3123,581100,2017-01-01,2999-12-31,"Výrobky textilní prošívané,z vrstev,v metráži"
3124,590110,2017-01-01,2999-12-31,"Textilie na knihy,pov.lepidlem,škrob.látkami"
3125,590190,2017-01-01,2999-12-31,"Plátno kopírovací,malířské,ztuž.pro klobouky"
3126,590210,2017-01-01,2999-12-31,Textilie pneu.kordové z nylonu aj polyamidů
3127,590220,2017-01-01,2999-12-31,Textilie pneumatikové kordové z polyesterů
3128,590290,2017-01-01,2999-12-31,Textilie pneu.kordové z hedvábí vizkózového
3129,590310,2017-01-01,2999-12-31,"Textilie impregn,povrst.ap polyvinylchloridem"
3130,590320,2017-01-01,2999-12-31,"Textilie impregn,povrstvené ap polyurethanem"
3131,590390,2017-01-01,2999-12-31,"Textilie impregnov,povrstvené ap plasty ost."
3132,590410,2017-01-01,2999-12-31,"Linoleum,i přiříznuté do tvaru"
3133,590490,2017-01-01,2999-12-31,Ostatní linoleum
3134,590500,2017-01-01,2999-12-31,Tapety textilní
3135,590610,2017-01-01,2999-12-31,"Páska lepicí,do 20cm(podklad z textilu)"
3136,590691,2017-01-01,2999-12-31,"Textilie pogumované,pletené,háčkované"
3137,590699,2017-01-01,2999-12-31,"Textilie pogumované ostatní,ne pletené,háčkov"
3138,590700,2017-01-01,2999-12-31,"Textilie jinak impregn.ap,plátno malované ap"
3139,590800,2017-01-01,2999-12-31,"Knoty textilní tkané pro lampy ap,punčošky"
3140,590900,2017-01-01,2999-12-31,"Hadice tex.ap textilie trubkové,i s armaturou"
3141,591000,2017-01-01,2999-12-31,"Pásy,řemeny dopravníkové,hnací z mater.textil"
3142,591110,2017-01-01,2999-12-31,"Textil,plsti s kaučukem,usní aj pro tech.účel"
3143,591120,2017-01-01,2999-12-31,"Plátno mlynářské,i zcela zhotovené"
3144,591131,2017-01-01,2999-12-31,"Textilie,plsti na papírenské ap str,do 650g"
3145,591132,2017-01-01,2999-12-31,"Textilie,plsti na papírenské ap str,nad 650g"
3146,591140,2017-01-01,2999-12-31,Plachetky filtrační pro olejové lisy ap zaříz
3147,591190,2017-01-01,2999-12-31,Výrobky textilní ostatní pro technické účely
3148,600110,2017-01-01,2999-12-31,"Textilie s""dlouhým vlasem"",pletené,háčkované"
3149,600121,2017-01-01,2999-12-31,"Textilie smyčkové z bavlny,pletené,háčkované"
3150,600122,2017-01-01,2999-12-31,"Textilie smyčkové z vláken chem,pletené,háčk."
3151,600129,2017-01-01,2999-12-31,"Text.smyčkové z mater.textil.ost,pletené,háčk"
3152,600191,2017-01-01,2999-12-31,"Textilie vlasové z bavlny,pletené,háčkované"
3153,600192,2017-01-01,2999-12-31,"Textilie vlasové z vláken chem,pletené,háčkov"
3154,600199,2017-01-01,2999-12-31,"Textilie vlasové z mater.textil.ost,plet,háčk"
3155,600240,2017-01-01,2999-12-31,"Pletené textilie s elast. přízí, šíře do 30 cm"
3156,600290,2017-01-01,2999-12-31,Ostatní pletené textilie
3157,600310,2017-01-01,2999-12-31,Pletené textilie vlněné
3158,600320,2017-01-01,2999-12-31,Pletené textilie bavlněné
3159,600330,2017-01-01,2999-12-31,Pletené textilie ze syntetických vláken
3160,600340,2017-01-01,2999-12-31,Pletené textilie z umělých vláken
3161,600390,2017-01-01,2999-12-31,Ostatní pletené textilie
3162,600410,2017-01-01,2999-12-31,"Pletené textilie s elast. přízí, šíře nad 30 cm"
3163,600490,2017-01-01,2999-12-31,Ostatní pletené textilie o šířce nad 30 cm
3164,600521,2017-01-01,2999-12-31,"Osnovní pleteniny z bavlny, nebělené"
3165,600522,2017-01-01,2999-12-31,"Osnovní pleteniny z bavlny, barvené"
3166,600523,2017-01-01,2999-12-31,Osnovní pleteniny z bavlny-barevné nitě
3167,600524,2017-01-01,2999-12-31,"Osnovní pleteniny z bavlny, potisknuté"
3168,600535,2017-01-01,2999-12-31,"Osnovní pleteniny (včetně pletenin vyrobených na galonových pletacích strojích), ze syntetických vláken, pro prevenci ná"
3169,600536,2017-01-01,2999-12-31,"Osnovní pleteniny (včetně pletenin vyrobených na galonových pletacích strojích), ze syntetických vláken, nebělené nebo b"
3170,600537,2017-01-01,2999-12-31,"Osnovní pleteniny (včetně pletenin vyrobených na galonových pletacích strojích), ze syntetických vláken, barvené, o šířc"
3171,600538,2017-01-01,2999-12-31,"Osnovní pleteniny (včetně pletenin vyrobených na galonových pletacích strojích), ze syntetických vláken, z různobarevnýc"
3172,600539,2017-01-01,2999-12-31,"Osnovní pleteniny (včetně pletenin vyrobených na galonových pletacích strojích), ze syntetických vláken, potištěné, o ší"
3173,600541,2017-01-01,2999-12-31,"Pleteniny z umělých vláken, bělené"
3174,600542,2017-01-01,2999-12-31,"Pleteniny z umělých vláken, barvené"
3175,600543,2017-01-01,2999-12-31,Pleteniny z umělých vláken-barevné nitě
3176,600544,2017-01-01,2999-12-31,"Pleteniny z umělých vláken, potisknuté"
3177,600590,2017-01-01,2999-12-31,Ostatní pleteniny z umělých vláken
3178,600610,2017-01-01,2999-12-31,Ostatní textilie vlněné
3179,600621,2017-01-01,2999-12-31,"Ostatní textilie bavlněné, bělené"
3180,600622,2017-01-01,2999-12-31,"Ostatní textilie bavlněné, barvené"
3181,600623,2017-01-01,2999-12-31,Ostatní textilie bavlněné - barevné nitě
3182,600624,2017-01-01,2999-12-31,"Ostatní textilie bavlněné, potisknuté"
3183,600631,2017-01-01,2999-12-31,"Ostatní textilie syntetické, bělené"
3184,600632,2017-01-01,2999-12-31,"Ostatní textilie syntetické, barvené"
3185,600633,2017-01-01,2999-12-31,Ostatní textilie syntetické-barevné nitě
3186,600634,2017-01-01,2999-12-31,"Ostatní textilie syntetické, potisknuté"
3187,600641,2017-01-01,2999-12-31,"Ostatní textilie z umělých vláken, bělené"
3188,600642,2017-01-01,2999-12-31,"Ostatní textilie z umělých vláken, barvené"
3189,600643,2017-01-01,2999-12-31,"Ost.textilie z umělých vláken, barevné nitě"
3190,600644,2017-01-01,2999-12-31,"Ost. textilie z umělých vláken, potisknuté"
3191,600690,2017-01-01,2999-12-31,Ostatní textilie z umělých vláken
3192,610120,2017-01-01,2999-12-31,"Kabáty,bundy aj pánské ap z bavlny,plet,háčk."
3193,610130,2017-01-01,2999-12-31,"Kabáty,bundy aj pánské ap z vlák.chem,plet.ap"
3194,610190,2017-01-01,2999-12-31,"Kabáty,bundy aj pánské ap z mat.tex.ost,plet."
3195,610210,2017-01-01,2999-12-31,"Kabáty,bundy aj dámské ap z vlny,chlupů,plet."
3196,610220,2017-01-01,2999-12-31,"Kabáty,bundy aj dámské ap z bavlny,plet,háčk."
3197,610230,2017-01-01,2999-12-31,"Kabáty,bundy aj dámské ap z vlák.chem,plet.ap"
3198,610290,2017-01-01,2999-12-31,"Kabáty,bundy aj dámské ap z mat.tex.ost,plet."
3199,610310,2017-01-01,2999-12-31,"Obleky pánské,pletené,háčkované"
3200,610322,2017-01-01,2999-12-31,"Komplety pánské,chlap.z bavlny,pletené,háčkov"
3201,610323,2017-01-01,2999-12-31,"Komplety pánské,chlap.z vlák.syntet,plet,háčk"
3202,610329,2017-01-01,2999-12-31,"Komplety pánské,chlap.z met.text.ost,plet,háč"
3203,610331,2017-01-01,2999-12-31,"Saka,blejzry pánské ap z vlny,chlupů,plet,háč"
3204,610332,2017-01-01,2999-12-31,"Saka,blejzry pánské ap z bavlny,pletené,háčk."
3205,610333,2017-01-01,2999-12-31,"Saka,blejzry pánské ap z vláken syntet,plet."
3206,610339,2017-01-01,2999-12-31,"Saka,blejzry pánské ap z mat.textil.ost,plet."
3207,610341,2017-01-01,2999-12-31,"Kalhoty,i krátké aj pánské ap z vlny aj,plet."
3208,610342,2017-01-01,2999-12-31,"Kalhoty,i krátké aj pánské ap z bavlny,plet."
3209,610343,2017-01-01,2999-12-31,"Kalhoty,i krátké aj pánské ap z vl.synt,plet."
3210,610349,2017-01-01,2999-12-31,"Kalhoty,i krátké aj pánské ap z m.tex.ost,ple"
3211,610413,2017-01-01,2999-12-31,"Kostýmy dámské,dívčí z vlák.syntet,plet,háčk."
3212,610419,2017-01-01,2999-12-31,"Kostýmy dámské,dívčí z mat.text.ost,plet,háčk"
3213,610422,2017-01-01,2999-12-31,"Komplety dámské,dívčí z bavlny,pletené,háčkov"
3214,610423,2017-01-01,2999-12-31,"Komplety dámské,dívčí z vláken synt,plet,háčk"
3215,610429,2017-01-01,2999-12-31,"Komplety dámské,dívčí z mat.text.ost,plet,háč"
3216,610431,2017-01-01,2999-12-31,"Kabátky dámské,dívčí z vlny,chlupů,plet,háčk."
3217,610432,2017-01-01,2999-12-31,"Kabátky dámské,dívčí z bavlny,pletené,háčkov."
3218,610433,2017-01-01,2999-12-31,"Kabátky dámské,dívčí z vláken synt,plet,háčk."
3219,610439,2017-01-01,2999-12-31,"Kabátky dámské,dívčí z mat.text.ost,plet,háčk"
3220,610441,2017-01-01,2999-12-31,"Šaty dámské,dívčí z vlny,chlupů,pletené,háčk."
3221,610442,2017-01-01,2999-12-31,"Šaty dámské,dívčí z bavlny,pletené,háčkované"
3222,610443,2017-01-01,2999-12-31,"Šaty dámské,dívčí z vláken syntet,plet,háčkov"
3223,610444,2017-01-01,2999-12-31,"Šaty dámské,dívčí z vláken umělých,plet,háčk."
3224,610449,2017-01-01,2999-12-31,"Šaty dámské,dívčí z mat.textil.ost,plet,háčk."
3225,610451,2017-01-01,2999-12-31,"Sukně,i kalhotové dámské ap z vlny ap,pletené"
3226,610452,2017-01-01,2999-12-31,"Sukně,i kalhotové dámské ap z bavlny,plet,háč"
3227,610453,2017-01-01,2999-12-31,"Sukně,i kalhotové dámské ap z vl.synt,plet.ap"
3228,610459,2017-01-01,2999-12-31,"Sukně,i kalhotové dámské ap z m.tex.ost,plet."
3229,610461,2017-01-01,2999-12-31,"Kalhoty,i krátké aj dámské ap z vlny ap,plet."
3230,610462,2017-01-01,2999-12-31,"Kalhoty,i krátké aj dámské ap z bavlny,plet."
3231,610463,2017-01-01,2999-12-31,"Kalhoty,i krátké aj dámské ap vl.synt,plet.ap"
3232,610469,2017-01-01,2999-12-31,"Kalhoty,i krátké aj dámské ap z m.tex.ost,ple"
3233,610510,2017-01-01,2999-12-31,"Košile pánské,chlap.z bavlny,pletené,háčkov."
3234,610520,2017-01-01,2999-12-31,"Košile pánské,chlap.z vláken chem,plet,háčkov"
3235,610590,2017-01-01,2999-12-31,"Košile pánské,chlap.z mater.textil.ost,plet."
3236,610610,2017-01-01,2999-12-31,"Halenky,košile dámské ap z bavlny,plet,háčkov"
3237,610620,2017-01-01,2999-12-31,"Halenky,košile dámské ap z vláken chem,plet."
3238,610690,2017-01-01,2999-12-31,"Halenky,košile dámské ap z mat.text.ost,plet."
3239,610711,2017-01-01,2999-12-31,"Spodky krátké,dlouhé pánské ap z bavlny,plet."
3240,610712,2017-01-01,2999-12-31,"Spodky krátké,dlouhé pánské ap z vl.chem,plet"
3241,610719,2017-01-01,2999-12-31,"Spodky krátké aj pánské ap z mat.tex.ost,plet"
3242,610721,2017-01-01,2999-12-31,"Košile noční,pyžama pánské ap z bavlny,plet."
3243,610722,2017-01-01,2999-12-31,"Košile noční,pyžama pánské ap z vl.chem,plet."
3244,610729,2017-01-01,2999-12-31,"Košile noční,pyžama pánské ap z m.tex.ost,ple"
3245,610791,2017-01-01,2999-12-31,"Župany,pláště koup.pánské ap z bavlny,plet.ap"
3246,610799,2017-01-01,2999-12-31,"Župany,pláště koup.pánské ap z m.tex.ost,plet"
3247,610811,2017-01-01,2999-12-31,"Kombiné,spodničky dámské ap z vlák.chem,plet."
3248,610819,2017-01-01,2999-12-31,"Kombiné,spodničky dámské ap z mat.tex.ost,ple"
3249,610821,2017-01-01,2999-12-31,"Kalhotky dámské,dívčí z bavlny,pletené,háčkov"
3250,610822,2017-01-01,2999-12-31,"Kalhotky dámské,dívčí z vláken chem,plet,háčk"
3251,610829,2017-01-01,2999-12-31,"Kalhotky dámské,dívčí z mat.tex.ost,plet,háčk"
3252,610831,2017-01-01,2999-12-31,"Košile noční,pyžama dámské ap z bavlny,plet."
3253,610832,2017-01-01,2999-12-31,"Košile noční,pyžama dámské ap z vl.chem,plet."
