,loc,prod,ExportValue,time,diversity,ubiquity,mcp,eci,pci,density,coi,cog,rca,POPIS,description,relatedness,WorldExport,EUExport,EUTopExporter,EUWorldMarketShare,hhi,euhhi,CZE_WorldMarketShare,CZE_EUMarketShare,PCI_Rank,PCI_Percentile,relatedness_Rank,relatedness_Percentile,export_Rank,export_Percentile
0,CZE,10121,5169992.999999999,2022,1434,12,0,1.606628209223101,0.8809393458290736,0.24517613796767773,1.3474363063204722,0.1886008465629562,0.37260117327416786,"Plemenní čistokrevní koně, živí","Horses: live, pure-bred breeding animals",0.2451761379676782,1453006294.0,628217581.0,IRL,0.43235709548825946,0.17901319620147763,0.26865629401302277,0.003558135309770378,0.008229621641231971,2379.0,42.436674991080984,903.0,16.107741705315735,3521.0,62.807706029254376
1,CZE,10129,2795646.0,2022,1434,23,0,1.606628209223101,1.0169885719790162,0.2863880352869386,1.3474363063204722,0.11609626954818834,0.10702751196072097,"Koně ostatní, živí","Horses: live, other than pure-bred breeding animals",0.2863880352869397,2735322304.0,993014349.0,DEU,0.3630337629857604,0.12533304088315536,0.19184303800991828,0.001022053597088645,0.0028153127926251144,2543.0,45.362112022832676,2709.0,48.323225115947196,3060.0,54.584373885123085
2,CZE,10130,0.0,2022,1434,12,0,1.606628209223101,2.103357465345401,0.28904811275615283,1.3474363063204722,0.48524639289519783,0.0,"Osli, živí",Asses: live,0.28904811275615316,1991743.0,1594310.0,ITA,0.8004596978626258,0.23252874206347554,0.3403512081654397,0.0,0.0,4148.0,73.99215126650019,2825.0,50.39243667499108,81.5,1.453799500535141
3,CZE,10190,7822.0,2022,1434,19,0,1.606628209223101,0.19372510956056446,0.2665713820713574,1.3474363063204722,0.03300566382376786,0.04662484442992424,Koně ostatní,Mules and hinnies: live,0.26657138207135633,17567994.0,7058551.0,IRL,0.40178468867874156,0.24312292006402614,0.18436934593818488,0.00044524149996863613,0.0011081594508561318,1653.0,29.48626471637531,1843.0,32.87549054584374,528.0,9.418480199785943
4,CZE,10221,36771233.0,2022,1434,32,1,1.606628209223101,0.0525423531953821,0.37310993645452334,1.3474363063204722,-0.0,3.1472209596758542,"Plemenný čistokrevný skot, živý","Cattle: live, pure-bred breeding animals",0.3731099364545204,1223496458.0,625707559.0,DEU,0.5114093750813294,0.0696704850162226,0.10814520376874869,0.030054221047855295,0.058767442507435014,1528.0,27.256510881198714,5333.0,95.13021762397432,4785.0,85.35497681056012
5,CZE,10229,220659494.0,2022,1434,41,1,1.606628209223101,-0.3869708554137826,0.35226518735754386,1.3474363063204722,-0.0,3.0316676648849423,"Skot ostatní, živý","Cattle: live, other than pure-bred breeding animals",0.3522651873575374,7621891898.0,3559957919.0,FRA,0.46707011417127814,0.08312251863120922,0.19068545047727445,0.028950750935985002,0.06198373661169111,1142.0,20.371031038173385,4781.0,85.28362468783446,5429.0,96.84266856938994
6,CZE,10231,0.0,2022,1434,8,0,1.606628209223101,0.026704233559979418,0.2920163686302703,1.3474363063204722,-0.04163839455975153,0.0,"Plemenní čistokrevní buvoli, živí","Buffalo: live, pure-bred breeding animals",0.29201636863026964,9234978.0,614590.0,ITA,0.06655023975151862,0.6400962586350677,0.303154441945433,0.0,0.0,1501.0,26.77488405280057,2956.0,52.729218694256154,81.5,1.453799500535141
7,CZE,10239,927932.0,2022,1434,7,0,1.606628209223101,-1.0336938029240064,0.23441453629920056,1.3474363063204722,-0.12061720651598236,0.8664129594307768,"Buvoli ostatní, živí","Buffalo: live, other than pure-bred breeding animals",0.23441453629920064,112153536.0,3215110.0,ITA,0.028667040867975842,0.43252467054216837,0.21969356727776074,0.008273764993018143,0.28861594160075393,690.0,12.308241170174812,574.0,10.239029611130931,2278.0,40.63503389225829
8,CZE,10290,2744605.0000000005,2022,1434,25,0,1.606628209223101,-1.2487087461033484,0.3105796863994588,1.3474363063204722,-0.27831982588011067,0.4867843877380822,Dobytek hovězí ostatní živý,"Bovine animals: live, other than cattle and buffalo",0.3105796863994599,590425312.0,107549934.0,FRA,0.1821567128206048,0.09827651424743501,0.13602836388510509,0.004648521911608018,0.025519355502347407,556.0,9.917945058865502,3664.0,65.35854441669639,3041.0,54.24545130217624
9,CZE,10310,3322706.0,2022,1434,17,1,1.606628209223101,1.654518146416744,0.36380813357737,1.3474363063204722,0.0,1.8148538338817324,Dobytek vepřový plemenný čistokrevný živý,"Swine: live, pure-bred breeding animals",0.36380813357737074,191722031.0,153677441.0,DNK,0.8015638067176536,0.14680192929571162,0.21230417730505294,0.017330851246824108,0.02162129964150041,3474.0,61.969318587227974,5097.0,90.9204423831609,3191.0,56.92115590438816
10,CZE,10391,7551828.0,2022,1434,9,0,1.606628209223101,2.2447178874593208,0.3089699466053917,1.3474363063204722,0.19594968352605502,0.4797687321305415,"Dobytek vepřový ostatní živý,do 50kg","Swine: live, other than pure-bred breeding animals, weighing less than 50kg",0.30896994660539145,1648321442.0,1410202150.0,DNK,0.8555383155659999,0.3086613362062152,0.39461469977047514,0.00458152627732425,0.005355138623210864,4347.0,77.54191937210132,3602.0,64.25258651444881,3783.0,67.48127006778452
11,CZE,10392,38915211.0,2022,1434,20,1,1.606628209223101,2.024085234396541,0.34418660223318437,1.3474363063204722,0.0,2.0925570629160273,"Dobytek vepřový ostatní živý,nad 50kg","Swine: live, other than pure-bred breeding animals, weighing 50kg or more",0.34418660223318254,1947438889.0,1088227908.0,NLD,0.5587995156853417,0.10865504827059227,0.0976242232485696,0.019982763628584393,0.03576016633456895,4033.0,71.94077773813771,4550.0,81.1630396004281,4821.0,85.99714591509098
12,CZE,10410,1678345.0,2022,1434,28,0,1.606628209223101,-1.902901799273928,0.2822815787537979,1.3474363063204722,-0.4327818127857897,0.09342548506473855,Ovce živé,Sheep: live,0.2822815787538001,1881211549.0,722560505.0,ROU,0.3840931687794991,0.0889837577681395,0.27267714452919334,0.0008921617565510704,0.0023227743398457684,277.0,4.941134498751338,2534.0,45.20156974669997,2663.0,47.50267570460221
13,CZE,10420,424.0,2022,1434,21,0,1.606628209223101,-2.9803280239181364,0.2190196909391612,1.3474363063204722,-0.4839074297918523,0.00017210678263377798,Kozy živé,Goats: live,0.21901969093916138,257982132.99999997,6516765.0,FRA,0.02526052841031437,0.3206828911644447,0.14906200661568558,1.6435246699817e-06,6.506295685052322e-05,76.0,1.3556903317873708,260.0,4.6378879771673205,298.0,5.315733143061006
14,CZE,10511,39674610.0,2022,1434,30,1,1.606628209223101,0.3047757374764569,0.33649030205430613,1.3474363063204722,-0.0,2.6083453265143524,"Kohouti,slepice domácí živí,do 185g","Poultry: live, fowls of the species Gallus domesticus, weighing not more than 185g",0.3364903020543072,1592829669.0,836322706.0,NLD,0.5250547012506709,0.08040701639942802,0.12012193491070988,0.024908256527459247,0.0474393553055105,1750.0,31.21655369247235,4371.0,77.97003210845523,4831.0,86.1755262219051
15,CZE,10512,2821279.0,2022,1434,11,1,1.606628209223101,2.4586330059502783,0.3820595624222675,1.3474363063204722,0.0,1.8277086393133994,Krocani a krůty,"Poultry: live, turkeys, weighing not more than 185g",0.3820595624222675,161644462.0,85674467.0,FRA,0.5300179538473765,0.14366221750932753,0.27057982424528215,0.017453607535283206,0.03293021945499819,4662.0,83.16089903674634,5454.0,97.28861933642527,3066.0,54.691402069211556
16,CZE,10513,6804359.0,2022,1434,10,1,1.606628209223101,2.522744903988864,0.3757937409846235,1.3474363063204722,0.0,22.78021535182944,"Kachny, živé, o hmotnosti <= 185 g","Poultry: live, ducks, weighing not more than 185g",0.37579374098462515,31278877.0,27281089.0,FRA,0.8721888896458783,0.15684278153229003,0.19734824034628518,0.21753846853261388,0.24941669300664648,4739.0,84.53442739921513,5375.0,95.87941491259365,3708.0,66.14341776667855
17,CZE,10514,139017.0,2022,1434,6,1,1.606628209223101,3.062759551980612,0.4555789506426305,1.3474363063204722,0.0,4.3088194038933745,"Husy, živé, o hmotnosti <= 185 g","Poultry: live, geese, weighing not more than 185g",0.45557895064263115,3378558.0,3180555.0,POL,0.9413942279516883,0.4913538330467037,0.5527804201319002,0.041146844304582014,0.04370840938138155,5267.0,93.95290759900107,5603.0,99.94648590795576,1306.0,23.29646806992508
18,CZE,10515,5340.0,2022,1434,5,0,1.606628209223101,0.18037868617595545,0.22556406410161842,1.3474363063204722,0.03156907816239656,0.024615996912114257,"Perličky, živé, o hmotnosti <= 185 g","Poultry: live, guinea fowls, weighing not more than 185g",0.22556406410161792,22716718.0,1771866.0,FRA,0.07799832704706727,0.39086008760858115,0.9269001071571927,0.00023506916800217356,0.0030137719218044706,1640.0,29.254370317516948,367.0,6.546557260078488,485.0,8.651444880485194
19,CZE,10594,31235534.0,2022,1434,20,1,1.606628209223101,1.7273151441388888,0.36852285424842063,1.3474363063204722,0.0,2.161212215978174,"Kohouti,slepice domácí živí,nad 185g","Poultry: live, fowls of the species Gallus domesticus, weighing more than 185g",0.36852285424842,1513468129.0,1303344519.0,DEU,0.8611641659485517,0.16817866592044728,0.21686731954429672,0.02063838240230297,0.023965677182550073,3584.0,63.931501962183376,5238.0,93.43560470924011,4698.0,83.80306814127721
20,CZE,10599,23124784.000000004,2022,1434,17,1,1.606628209223101,0.9839310867542651,0.358679007866792,1.3474363063204722,0.0,8.621346836827778,"Kachny,husy,krocani,perličky ap domácí živí","Poultry: live, ducks, geese, turkeys and guinea fowls, weighing more than 185g",0.35867900786679335,280882270.0,220073869.0,POL,0.7835092937692365,0.11193609207943322,0.14839119242356932,0.08232909823749289,0.10507737290700335,2500.0,44.59507670353193,4944.0,88.19122368890474,4538.0,80.94898323225117
21,CZE,10611,333880.0,2022,1434,9,0,1.606628209223101,-0.31732846982452273,0.2300955190958035,1.3474363063204722,-0.06924739338699532,0.12157531575777582,Primáti,"Mammals: live, primates",0.23009551909580306,287585349.0,47654610.0,FRA,0.16570597273368054,0.1744984033055515,0.4376975484117032,0.001160977084406341,0.007006247664181912,1197.0,21.35212272565109,454.0,8.098465929361398,1722.0,30.717088833392793
22,CZE,10612,0.0,2022,1434,9,0,1.606628209223101,-0.6409799218662444,0.2203210523475201,1.3474363063204722,0.08945225347179701,0.0,"Velryby,delfíni,sviňuchy,kapustňáci,dugungové,tuleni,lvouni,mroži,živí","Mammals: live, whales, dolphins and porpoises (mammals of the order Cetacea): manatees and dugongs (mammals of the order Sirenia): seals, sea lions and walruses (mammals of the suborder Pinnipedia)",0.2203210523475202,20645700.0,3517729.0,ESP,0.17038555243949102,0.4015699546437881,0.6280840358379208,0.0,0.0,950.0,16.946129147342134,280.0,4.994648590795577,81.5,1.453799500535141
23,CZE,10613,76826.00000000001,2022,1434,17,0,1.606628209223101,-3.135827568059097,0.17495706505497882,1.3474363063204722,-0.35606721664136093,0.030908335937518832,"Velbloudi a jiní velbloudovití, živí","Mammals: live, camels and other camelids (Camelidae)",0.174957065054979,260288126.0,495311.00000000006,DEU,0.0019029335206785425,0.29376907926278634,0.15298797795048918,0.00029515752862272333,0.15510658959724297,64.0,1.1416339636104174,19.0,0.3389225829468427,1070.0,19.086692829111666
24,CZE,10614,131011.0,2022,1434,12,0,1.606628209223101,1.5190042849901422,0.2901888981153363,1.3474363063204722,0.21171907826189254,0.320101186396043,"Králíci a zajíci, živí","Mammals: live, rabbits and hares",0.290188898115336,42859020.0,35165658.0,NLD,0.8204960822715965,0.1822166882096514,0.2435216838258948,0.0030567894459556004,0.00372553813723605,3278.0,58.47306457367106,2874.0,51.266500178380305,1283.0,22.886193364252584
25,CZE,10619,8014317.0,2022,1434,44,1,1.606628209223101,0.6969173022677266,0.36283136874341376,1.3474363063204722,-0.0,2.6699022948969886,Domácí králíci,"Mammals: live, other than primates, whales, dolphins, porpoises (mammals of the order Cetacea): manatees, dugongs (mammals of the order Sirenia): seals, sea lions, walruses (mammals of the suborder Pinnipedia), camels, other camelids, rabbits and hares",0.3628313687434131,314335120.0,144520302.0,FRA,0.45976504947967634,0.09361046939536732,0.14239868647997025,0.025496091559861336,0.0554546101073052,2167.0,38.65501248662147,5060.0,90.26043524794862,3831.0,68.33749554049233
26,CZE,10620,2777642.0000000005,2022,1434,45,1,1.606628209223101,-2.4366663427110153,0.31117877786756665,1.3474363063204722,-0.0,3.945749981702776,Plazi (včetně hadů a želv),Reptiles: live (including snakes and turtles),0.3111787778675684,73717138.0,19284784.0,DEU,0.26160516432420367,0.06761871728168536,0.2606903263753632,0.037679731950526894,0.1440328291983981,157.0,2.8005708169818053,3681.0,65.66179093828042,3054.0,54.47734570103461
27,CZE,10631,488485.0,2022,1434,20,1,1.606628209223101,0.26202059556496105,0.3581134494329198,1.3474363063204722,0.0,2.2151443819548176,Dravci,"Birds: live, birds of prey",0.3581134494329233,23092500.0,13665508.0,DEU,0.5917725668507091,0.14143888591729353,0.27059206474500125,0.02115340478510339,0.03574583542741331,1714.0,30.574384587941488,4932.0,87.97716732072779,1909.0,34.052800570816984
28,CZE,10632,3939326.0,2022,1434,31,1,1.606628209223101,-1.4961806695953952,0.3175430924393989,1.3474363063204722,-0.0,16.1423720927186,"Papouškovití (vč. papoušků, makaů apod)","Birds: live, Psittaciformes",0.31754309243939804,25555026.0,12528847.0,CZE,0.490269389669179,0.15755825356103184,0.22104106341453272,0.1541507334017191,0.3144204730092083,440.0,7.84873349982162,3868.0,68.99750267570461,3312.0,59.0795576168391
29,CZE,10633,28828.0,2022,1434,10,1,1.606628209223101,-0.6450089689293331,0.3636120718378404,1.3474363063204722,-0.0,4.480400812064139,"Pštrosi, emuové, živí","Birds: live, ostriches: emus (Dromaius novaehollandiae)",0.36361207183784056,673782.0,77672.0,BEL,0.11527764172981765,0.3429077851108451,0.33504275550192547,0.04278535193875764,0.3711504789370687,945.0,16.85693899393507,5085.0,90.70638601498395,774.0,13.806635747413484
30,CZE,10639,825499.0,2022,1434,45,1,1.606628209223101,-2.0432226131756686,0.30738115897439355,1.3474363063204722,-0.0,1.4979064285392796,Holubi a ostatní ptáci j.n.,"Birds: live, other than birds of prey, Psittaciformes, ostriches and emus (Dromaius novaehollandiae)",0.30738115897439877,57710339.0,34281799.0,BEL,0.5940321889289196,0.06761050058434392,0.16659309065308817,0.014304178667188213,0.02407980397994866,241.0,4.298965394220478,3549.0,63.30717088833393,2206.0,39.35069568319658
31,CZE,10641,90769.0,2022,1434,18,0,1.606628209223101,0.008960691555082232,0.2582245230912846,1.3474363063204722,-0.1136148210896881,0.10914883009422915,"Včely, živé","Insects: live, bees",0.2582245230912861,87084372.0,42208247.0,SVK,0.48468222289069274,0.14975823006165034,0.24496069364163886,0.0010423110130483573,0.0021505039050780765,1484.0,26.47163753121655,1459.0,26.025686764181234,1129.0,20.13913663931502
32,CZE,10649,478784.0,2022,1434,18,0,1.606628209223101,0.438750059046442,0.29399158857392466,1.3474363063204722,0.08102537958717054,0.19978668214515385,"Hmyz ostatní, živý","Insects: live, other than bees",0.29399158857392504,250954422.0,156625045.0,BEL,0.624117494132062,0.11080252503621113,0.24024598176299783,0.0019078524147305123,0.003056880207121409,1887.0,33.6603638958259,3039.0,54.20977524081342,1899.0,33.87442026400285
33,CZE,10690,1782318.0,2022,1434,30,0,1.606628209223101,-0.929524451196264,0.2950028760851386,1.3474363063204722,-0.21309802167309333,0.6778943219874574,Ostatní živá zvířata j.n.,"Animals: live, n.e.c. in chapter 01, other than mammals, reptiles, birds and insects",0.295002876085141,275324561.0,171835483.0,NLD,0.6241197021285725,0.13750862817548673,0.2902183139001665,0.006473516178602024,0.01037223493590087,768.0,13.699607563325008,3084.0,55.01248662147699,2704.0,48.234034962540136
34,CZE,20110,4121040.0,2022,1434,26,0,1.606628209223101,0.6154218365620795,0.3230287592091387,1.3474363063204722,0.017788302930672573,0.17182036405714948,"Maso hovězí,čerstvé,chlazené,v celku,půlené","Meat: of bovine animals, carcasses and half-carcasses, fresh or chilled",0.3230287592091386,2511620121.0,2098305755.0,ESP,0.8354391404399806,0.08823050940678973,0.11449511540301305,0.0016407895308464125,0.001963984509969568,2066.0,36.85337138779879,4016.0,71.6375312165537,3351.0,59.7752408134142
35,CZE,20120,29469423.0,2022,1434,25,0,1.606628209223101,1.0269038162421344,0.32629104268636666,1.3474363063204722,0.08071820935189931,0.5466591572009379,"Maso hovězí ost,čerstvé,chlazené,nevykostěné","Meat: of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled",0.32629104268636755,5645166605.0,3958421294.0,POL,0.7012053976394556,0.076906423380471,0.12150960707233388,0.0052202928738894145,0.007444741428778298,2549.0,45.46914020692115,4113.0,73.36782019265074,4668.0,83.26792722083482
36,CZE,20130,47859151.00000001,2022,1434,20,0,1.606628209223101,-0.3000822399147309,0.2947435343303115,1.3474363063204722,-0.08049694356283989,0.238179785819362,"Maso hovězí,čerstvé,chlazené,vykostěné","Meat: of bovine animals, boneless cuts, fresh or chilled",0.2947435343303127,21041749610.0,6399271562.0,IRL,0.3041225981968141,0.08661476396819859,0.17497967139499943,0.002274485339244563,0.007478843574039906,1221.0,21.780235462004995,3066.0,54.691402069211556,4927.0,87.88797716732073
37,CZE,20210,35483.00000000001,2022,1434,26,0,1.606628209223101,-0.7728112198139175,0.26964237546774256,1.3474363063204722,-0.33660619287753923,0.026662698691017134,"Maso hovězí zmrazené,v celku,půlené","Meat: of bovine animals, carcasses and half-carcasses, frozen",0.2696423754677406,139359951.0,43821195.0,POL,0.31444611371885456,0.08910150191290553,0.21138792057778544,0.0002546140390075195,0.0008097223272893404,864.0,15.412058508740634,2000.0,35.67606136282554,827.0,14.752051373528364
38,CZE,20220,588138.0,2022,1434,19,0,1.606628209223101,-0.7040354061737664,0.26918847918388095,1.3474363063204722,-0.18854149810048312,0.018771378522205527,"Maso hovězí ostatní zmrazené,nevykostěné","Meat: of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), frozen",0.2691884791838791,3280989433.0,283903821.0,NLD,0.08652994067719694,0.18123437450172816,0.15491448010183204,0.00017925629204548554,0.002071610018943704,900.0,16.054227613271497,1978.0,35.28362468783446,2012.0,35.8901177310025
39,CZE,20230,8774210.000000002,2022,1434,19,0,1.606628209223101,-0.5986762005030095,0.26251897059315604,1.3474363063204722,-0.19900056754346226,0.025648829021298326,"Maso hovězí zmrazené,vykostěné","Meat: of bovine animals, boneless cuts, frozen",0.26251897059315304,35823023715.0,2997997397.0,IRL,0.08368912185781412,0.1424334333810566,0.12867042960140931,0.0002449321439140834,0.0029266903329469443,978.0,17.44559400642169,1675.0,29.87870139136639,3904.0,69.63967178023546
40,CZE,20311,28153731.000000004,2022,1434,21,1,1.606628209223101,2.4544558988462124,0.3704741186114178,1.3474363063204722,0.0,1.227169930346802,"Maso vepřové čerstvé,chlazené,v celku,půlené","Meat: of swine, carcasses and half-carcasses, fresh or chilled",0.3704741186114175,2402442545.0,2250707844.0,BEL,0.9368414860468599,0.21100714490018413,0.23875729849030294,0.011718794715234284,0.012508834087486303,4654.0,83.01819479129504,5283.0,94.23831608990368,4638.0,82.73278630039243
41,CZE,20312,7470858.0,2022,1434,9,0,1.606628209223101,3.125572297681738,0.2868139250930734,1.3474363063204722,0.6466478049959425,0.17329217449749149,"Šunky,plece vepř.čerstvé,chlazené,nevykostěné","Meat: of swine, hams, shoulders and cuts thereof, with bone in, fresh or chilled",0.2868139250930722,4514537751.0,2547116401.0,DNK,0.5642031458117273,0.1685168880903582,0.17986468936005673,0.0016548445072466513,0.0029330650130739745,5317.0,94.8448091330717,2725.0,48.60863360684981,3772.0,67.28505173028898
42,CZE,20319,41742018.99999999,2022,1434,15,0,1.606628209223101,2.4478574848296466,0.31636909832430427,1.3474363063204722,0.517352922551578,0.4177771043858887,"Maso vepřové ostatní čerstvé,chlazené","Meat: of swine, n.e.c. in item no. 0203.1, fresh or chilled",0.31636909832430343,10462863862.0,6889162000.0,DEU,0.6584394187733531,0.13215727925776297,0.1951835056248988,0.003989540488202521,0.006059085125302612,4647.0,82.89332857652515,3835.0,68.40884766321797,4852.0,86.55012486621477
43,CZE,20321,1255415.0,2022,1434,20,0,1.606628209223101,1.6243981093936748,0.2981230424344481,1.3474363063204722,0.12146941038935723,0.5622604897309499,"Maso vepřové zmarazené,v celku,půlené","Meat: of swine, carcasses and half-carcasses, frozen",0.2981230424344483,233814535.0,108819630.0,ESP,0.4654100310744155,0.10906430766463446,0.14651370227795774,0.005369276978439343,0.011536659332511974,3435.0,61.27363539065287,3223.0,57.491972886193366,2467.0,44.00642169104531
44,CZE,20322,2296685.0,2022,1434,12,0,1.606628209223101,1.8294031733007778,0.2848086438082106,1.3474363063204722,0.22190200351986147,0.15260172018103796,"Šunky,plece vepřové zmrazené,nevykostěné","Meat: of swine, hams, shoulders and cuts thereof, with bone in, frozen",0.284808643808209,1576027399.0,889740014.0,ESP,0.5645460317279675,0.12844755427547822,0.23360531065183507,0.001457262101824665,0.0025812989905610786,3760.0,67.07099536211201,2637.0,47.03888690688548,2897.0,51.676774884052804
45,CZE,20329,15001092.999999998,2022,1434,17,0,1.606628209223101,2.049229614518458,0.31445963316530184,1.3474363063204722,0.2698325362230442,0.10206945887716075,Maso vepřové ostatní zmrazené,"Meat: of swine, n.e.c. in item no. 0203.2, frozen",0.31445963316529946,15390362518.0,8473145909.0,ESP,0.5505488190476424,0.10993550166608904,0.20514214367010827,0.0009747069299020912,0.0017704277916501057,4078.0,72.74348911880128,3773.0,67.30288976097039,4268.0,76.13271494826971
46,CZE,20410,50582.0,2022,1434,23,0,1.606628209223101,-1.171473749811838,0.26725787719288613,1.3474363063204722,-0.3740767814098403,0.0044072392184247924,"Jehně čerstvé,chlazené,v celku,půlené","Meat: of sheep, lamb carcasses and half-carcasses, fresh or chilled",0.2672578771928866,1201852391.0,485756351.0,IRL,0.4041730537273608,0.16216396157248644,0.2097331802707221,4.208669914773253e-05,0.00010413039355197231,609.0,10.863360684980378,1883.0,33.58901177310025,917.0,16.35747413485551
47,CZE,20421,2517.0,2022,1434,28,0,1.606628209223101,-1.171456646125953,0.2607974695219687,1.3474363063204722,-0.41963720258927706,0.0006650291161506238,"Maso skopové ost.čerstvé,chlaz,v celku,půlené","Meat: of sheep, carcasses and half-carcasses (excluding carcasses and half-carcasses of lamb), fresh or chilled",0.2607974695219687,396336723.0,141177284.0,IRL,0.35620540769319525,0.08905344256971517,0.27691008899127323,6.350660572020726e-06,1.782864727727727e-05,610.0,10.88119871566179,1578.0,28.148412415269352,395.0,7.046022119158045
48,CZE,20422,133250.0,2022,1434,11,0,1.606628209223101,-0.21328147388464425,0.23658045033608233,1.3474363063204722,0.06014005385112949,0.009968577813671232,"Maso skopové ost.čerstvé,chlazené,nevykostěné","Meat: of sheep (including lamb), cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled",0.23658045033608238,1399767072.0,258468025.0,IRL,0.18465073951961058,0.32949698928302346,0.22032336447398956,9.519440960245705e-05,0.0005155376569306784,1275.0,22.743489118801286,629.0,11.220121298608634,1289.0,22.993221548341065
