HS_ID,Skupina,Podskupina,Kategorie,Included,CZ_Nazev,ENG_Nazev,Barva Skupina,Barva Kategorie
848310,Výroba nízkoemisní elektřiny a paliv,Větrná / mechanická energie,"Ložiska, hřídele, převody, spojky",IN,"Hřídele převodové(vč vačkových,klik.),kliky","Transmission shafts and cranks, cam and crank shafts",#3cb44b,#Aaffc3
848320,Výroba nízkoemisní elektřiny a paliv,Větrná / mechanická energie,"Ložiska, hřídele, převody, spojky",IN,"Pouzdra ložisková s ložisky kuličk,válečkov.",Bearing housings etc incorporating ball/roller bearin,#3cb44b,#Aaffc3
848330,Výroba nízkoemisní elektřiny a paliv,Větrná / mechanická energie,"Ložiska, hřídele, převody, spojky",IN,"Pouzdra ložisková bez ložisek,pánve ložiskové","Bearing housings, shafts, without ball/roller bearing",#3cb44b,#Aaffc3
848340,Výroba nízkoemisní elektřiny a paliv,Větrná / mechanická energie,"Ložiska, hřídele, převody, spojky",IN,"Kola,převody ozubené,šrouby kuličk,převodovky","Gearing, ball screws, speed changers, torque converte",#3cb44b,#Aaffc3
848350,Výroba nízkoemisní elektřiny a paliv,Větrná / mechanická energie,"Ložiska, hřídele, převody, spojky",IN,"Setrvačníky,řemenice vč kladnic ke kladkostr.",Flywheels and pulleys including pulley blocks,#3cb44b,#Aaffc3
848360,Výroba nízkoemisní elektřiny a paliv,Větrná / mechanická energie,"Ložiska, hřídele, převody, spojky",IN,"Spojky,i hřídelové(vč kloubů kardanových)","Clutches, shaft couplings, universal joints",#3cb44b,#Aaffc3
848390,Výroba nízkoemisní elektřiny a paliv,Větrná / mechanická energie,"Ložiska, hřídele, převody, spojky",IN,"Části hřídelí převod,kol,převodů ozub,spojek",Parts of power transmission etc equipment,#3cb44b,#Aaffc3
848510,"Výroba, nízkoemisní výrobní postupy",Výrobní postupy s nižší materiálovou náročností,Stroje pro aditivní výrobu,IN,Stroje pro aditivní výrobu nanášením vrstev<br>kovu,Machines for additive manufacturing; by metal deposit,#00998F,#46F0F0
848520,"Výroba, nízkoemisní výrobní postupy",Výrobní postupy s nižší materiálovou náročností,Stroje pro aditivní výrobu,IN,Stroje pro aditivní výrobu nanášením vrstev<br>plastů nebo kaučuku,Additive manufacturing machines for plastics/rubber,#00998F,#46F0F0
848530,"Výroba, nízkoemisní výrobní postupy",Výrobní postupy s nižší materiálovou náročností,Stroje pro aditivní výrobu,IN,"Stroje pro aditivní výrobu nanášením vrstev<br>sádry, cementu, keramiky nebo skla",Additive manufacturing machines for plaster/cement/ceramics/glass,#00998F,#46F0F0
848580,"Výroba, nízkoemisní výrobní postupy",Výrobní postupy s nižší materiálovou náročností,Stroje pro aditivní výrobu,IN,"Stroje pro aditivní výrobu (kromě těch<br>nanášením vrstev kovu, plastů, kaučuku, sádry,<br>cementu, keramiky nebo skla)",Additive manufacturing machines for non-metal/non-plastic materials,#00998F,#46F0F0
848590,"Výroba, nízkoemisní výrobní postupy",Výrobní postupy s nižší materiálovou náročností,Stroje pro aditivní výrobu,IN,Části a součásti strojů pro aditivní<br>výrobu,Machines parts for additive manufacturing,#00998F,#46F0F0
848790,"Výroba surovin, komponent a zařízení pro nízkouhlíkové technologie",Výroba komponent a zařízení pro nízkouhlíkové technologie,Ostatní stroje,IN,"Části,souč.strojů,přístr,neobs.el.prvky,jn,ost.","Machinery parts: not containing electrical connectors, insulators, coils, contacts or other electrical features, n.e.c. in chapter 84",#f58231,#9A6324
850110,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické motory,IN,"Motory elektrické,do 37,5W",Electric motors of an output < 37.5 watts,#00998F,#00998F
850120,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické motory,IN,"Motory el.univ,stejnos,stříd.proud,nad 37,5W",Universal AC/DC motors of an output < 37.5 watts,#00998F,#00998F
850131,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické motory,IN,"Motory na stejnosměrný proud s výkonem<br>> 37,5 W, avšak <= 750<br>W a generátory stejnosměrného proudu s<br>výkonem <= 750 W (k","DC motors, DC generators, of an output < 750 watts",#00998F,#00998F
850132,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické motory,IN,"Motory na stejnosměrný proud a generátory<br>stejnosměrného proudu, s výkonem > 750<br>W, avšak <= 75 kW (kromě<br>fotovoltaickýc","DC motors, DC generators, of an output 0.75-75 kW",#00998F,#00998F
850133,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické motory,IN,"Motory na stejnosměrný proud a generátory<br>stejnosměrného proudu, s výkonem > 75<br>kW, avšak <= 375 kW (kromě<br>fotovoltaický","DC motors, DC generators, of an output 75-375 kW",#00998F,#00998F
850134,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické motory,IN,"Motory na stejnosměrný proud a generátory<br>stejnosměrného proudu, s výkonem > 375<br>kW (kromě fotovoltaických generátorů)","DC motors, DC generators, of an output >375 kW",#00998F,#00998F
850140,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické motory,IN,"Motory elektrické jednofázové,střídavý proud","AC motors, single-phase, nes",#00998F,#00998F
850151,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické motory,IN,"Motory el.vícefázové,střídavý proud,do 750W","AC motors, multi-phase, of an output < 750 Watts",#00998F,#00998F
850152,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické motory,IN,"Motory el.vícefázové,střídavý proud,750W-75kW","AC motors, multi-phase, of an output 0.75-75 kW",#00998F,#00998F
850153,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické motory,IN,"Motory el.vícefázové,střídavý proud,nad 75kW","AC motors, multi-phase, of an output > 75 kW",#00998F,#00998F
850161,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické motory,IN,"Generátory,stříd.proud(alternátory),do 75kVA","AC generators, of an output < 75 kVA",#00998F,#00998F
850162,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické motory,IN,"Generátory,stříd.proud(alternátory),75-375kVA","AC generators, of an output 75-375 kVA",#00998F,#00998F
850163,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické motory,IN,"Generátory,stříd.proud(alternátor),375-750kVA","AC generators, of an output 375-750 kVA",#00998F,#00998F
850164,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické motory,IN,"Generátory,stříd.proud(alternátor),nad 750KVA","AC generators, of an output > 750 kVA",#00998F,#00998F
850171,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické motory,IN,"Fotovoltaické generátory stejnosměrného proudu, s výkonem<br><= 50 W",Photovoltaic DC generators <= 50W,#00998F,#00998F
850172,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické motory,IN,"Fotovoltaické generátory stejnosměrného proudu, s výkonem<br>> 50 W",Photovoltaic DC generators > 50W,#00998F,#00998F
850180,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické motory,IN,Fotovoltaické generátory střídavého proudu,Photovoltaic AC generators (alternators),#00998F,#00998F
850231,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické generátory,IN,"Elektrická generátorová soustrojí, poháněná v",Wind-Powered Electric Generators,#00998F,#284C52
850239,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické generátory,IN,"Ost.el.generátorová soustrojí, turbogeneráto",Electric Generators (not powered by traditional engines or wind),#00998F,#284C52
850240,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické generátory,IN,Měniče rotační elektrické,Electric rotary converters,#00998F,#284C52
850300,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické motory,IN,"Části motorů el,generátorů,generát.soustrojí",Parts for electric motors and generators,#00998F,#00998F
850410,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Odpory(předřadníky)pro výbojky,trubice výbojk",Ballasts for discharge lamps or tubes,#Aaffc3,#32CD32
850421,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Transformátory s kapalin.dielektrik,do 650kVA",Liquid dielectric transformers < 650 KVA,#Aaffc3,#32CD32
850422,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Transformátory s kapalin.dielekt,650-10000kVA","Liquid dielectric transformers 650-10,000KVA",#Aaffc3,#32CD32
850423,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Transformátory s kapalin.dielekt,nad 10000kVA","Liquid dielectric transformers > 10,000 KVA",#Aaffc3,#32CD32
850431,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Transformátory do 1kVA,bez kapal.dielektrika","Transformers electric, power capacity < 1 KVA, nes",#Aaffc3,#32CD32
850432,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Transformátory 1-16kVA,bez kapal.dielektrika","Transformers electric, power capacity 1-16 KVA, nes",#Aaffc3,#32CD32
850433,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Transformátory 16-500kVA,bez kapal.dielektr.","Transformers electric, power capacity 16-500 KVA",#Aaffc3,#32CD32
850434,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Transformátory nad 500kVA,bez kapal.dielektr.","Transformers electric, power capacity > 500 KVA, nes",#Aaffc3,#32CD32
850440,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,Měniče statické(např.usměrňovače),"Static converters, nes",#Aaffc3,#32CD32
850450,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,Induktory ostatní,"Inductors, electric",#Aaffc3,#32CD32
850490,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Části odporů,transformátorů,měničů,iduktorů",Parts of electrical transformers and inductors,#Aaffc3,#32CD32
850511,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektromagnety,IN,"Magnety permanentní,výr.k zmagnetizov,kovové","Metal permanent magnets, articles intended as magnets",#00998F,#13FDC5
850519,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektromagnety,IN,"Magnety permanentní,výr.k zmagnetiz,ne kovové","Permanent magnets & articles intended as magnets, nes",#00998F,#13FDC5
850520,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektromagnety,IN,"Spojky,převody,brzdy elektromagnetické","Electro-magnetic couplings, clutches and brakes",#00998F,#13FDC5
850590,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektromagnety,IN,"Zařízení upínací s magnety,části magnetů ap",Electro-magnets nes and parts of magnetic devices,#00998F,#13FDC5
850610,Ukládání energie,Baterie,Galvanické baterie,IN,Galv.články a baterie na bázi oxidu<br>manganiči,Manganese Dioxide Batteries,#808000,#A5BD9F
850630,Ukládání energie,Baterie,Galvanické baterie,IN,Galvan. články a baterie na bázi<br>oxidu rtuťna,Mercuric Oxide Batteries,#808000,#A5BD9F
850640,Ukládání energie,Baterie,Galvanické baterie,IN,Galvan. články a baterie na bázi<br>oxidu stří,Silver Oxide Batteries,#808000,#A5BD9F
850650,Ukládání energie,Baterie,Lithium / baterie,IN,Galvanické články a baterie lithiové,Lithium Batteries,#808000,#808000
850660,Ukládání energie,Baterie,Galvanické baterie,IN,Galvanické články a baterie zinkovzdušné,Air-Zinc Batteries,#808000,#A5BD9F
850680,Ukládání energie,Baterie,Galvanické baterie,IN,Ostatní galvanické články a baterie,Miscellaneous Primary Batteries (excluding listed types),#808000,#A5BD9F
850690,Ukládání energie,Baterie,Galvanické baterie,IN,"Části,součásti článků galvanických,baterií",Parts of primary cells and primary batteries,#808000,#A5BD9F
850720,Ukládání energie,Baterie,"Elektrické akumulátory, baterie",IN,Akumulátory elektrické olověné ost.,Lead-acid electric accumulators except for vehicles,#808000,#7FFF00
850730,Ukládání energie,Baterie,"Elektrické akumulátory, baterie",IN,Akumulátory elektrické niklo-kadmiové,Nickel-cadmium electric accumulators,#808000,#7FFF00
850750,Ukládání energie,Baterie,"Elektrické akumulátory, baterie",IN,Nikl-metal-hydridové akumulátory,"Electric accumulators: nickel-metal hydride, including separators, whether or not rectangular (including square)",#808000,#7FFF00
850760,Ukládání energie,Baterie,Lithium / baterie,IN,Lithium-iontové akumulátory,"Electric accumulators: lithium-ion, including separators, whether or not rectangular (including square)",#808000,#808000
850780,Ukládání energie,Baterie,"Elektrické akumulátory, baterie",IN,"Elektrické akumulátory (kromě nepoužitelných, olověných, niklo-kadmiových,<br>nikl-metal-hydridových a lithium-iontových ak","Electric accumulators, nes",#808000,#7FFF00
850790,Ukládání energie,Baterie,"Elektrické akumulátory, baterie",IN,"Části,součásti akumulátorů elektr,separátorů","Parts of electric accumulators, including separators",#808000,#7FFF00
851411,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické pece,IN,Lisy pro izostatické lisování za tepla,Electric resistance heated furnaces; hot isostatic presses,#00998F,#0082C8
851419,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické pece,IN,Průmyslové nebo laboratorní pece vyhřívané působením<br>odporů (kromě lisů pro izostatické lisování<br>za tepla a těch pro vý,Electric resistance furnaces for semiconductor manufacturing,#00998F,#0082C8
851420,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické pece,IN,"Pece el.indukční,dielektrické průmysl,laborat","Industrial electric induction, dielectric furnace/ove",#00998F,#0082C8
851431,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické pece,IN,Pece s elektronovým svazkem,Electric electron beam furnaces,#00998F,#0082C8
851432,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické pece,IN,Plazmové a vakuové obloukové pece,Electric plasma and vacuum arc furnaces,#00998F,#0082C8
851439,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické pece,IN,"Elektrické průmyslové nebo laboratorní pece (kromě<br>pecí vyhřívaných působením odporů, pecí pracujících<br>indukčně nebo die",Electric furnaces; excluding electron beam/plasma/vacuum arc,#00998F,#0082C8
851440,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické pece,IN,"Průmyslová indukční/dielektrická topná zařízení, j.n.",Industrial induction/dielectric heating equipment nes,#00998F,#0082C8
851490,"Výroba, nízkoemisní výrobní postupy",Elektrifikace výrobních postupů,Elektrické pece,IN,"Části pecí aj zařízení elektr.průmysl,laborat",Parts of industrial/etc electric furnaces/ovens nes,#00998F,#0082C8
853010,Měřící a diagnostické přístroje; Monitoring,Signalizace,Signalizace,IN,"Přístr.el.signaliz.ap pro dopravu želez,tram.","Electric signal, safety & traffic controls, railway",#ffe119,#FFCD15
853090,Měřící a diagnostické přístroje; Monitoring,Signalizace,Signalizace,IN,"Části přístrojů el.signal,bezpečn.pro dopravu","Electric signal, safety & traffic controller parts",#ffe119,#FFCD15
853120,Měřící a diagnostické přístroje; Monitoring,Signalizace,Signalizace,IN,Návěstní panely se zabudovanými zařízeními z<br>kapalných krystalů (LCD) nebo diodami vyzařujícími<br>světlo (LED) (kromě pro,Indicator panels incorporating electronic displays,#ffe119,#FFCD15
853210,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Kondenz.el.pevné(silové),50/60Hz,nad 0,5kVa",Fixed power capacitors (50/60 herz circuits),#Aaffc3,#32CD32
853221,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,Kondenzátory elektrické pevné tantalové,"Electric capacitors, fixed, tantalum, nes",#Aaffc3,#32CD32
853222,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,Kondenzátory el.pevné alumin.s elektrolytem,"Electric capacitors, fixed, aluminium electrolytic ne",#Aaffc3,#32CD32
853223,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Kondenzátory el.pevné,keram.dielektr,jednovrs","Electric capacitors, fixed, ceramic, single layer",#Aaffc3,#32CD32
853224,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Kondenzátory el.pevné,keram.dielektr,vícevrst","Electric capacitors, fixed, ceramic, multilayer,",#Aaffc3,#32CD32
853225,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Kondenzátory el.pevné,papírové,plast.dielekt","Electric capacitors, fixed, paper/plastic dielectric",#Aaffc3,#32CD32
853229,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,Kondenzátory elektrické pevné ostatní,"Electric capacitors, fixed, nes",#Aaffc3,#32CD32
853230,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Kondenzátory elektrické otočné,dolaďovací","Electric capacitors, variable or adjustable (pre-set)",#Aaffc3,#32CD32
853290,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Části kondenzátorů el.pevných,otočných,dolaď.",Parts of electrical capacitors,#Aaffc3,#32CD32
853310,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Odpory uhlíkové stálé,aglomerované,vrstvené","Electrical resistors, fixed carbon",#Aaffc3,#32CD32
853321,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Odpory stálé,do 20W","Electrical resistors fixed, power capacity < 20 watt",#Aaffc3,#32CD32
853329,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Odpory stálé,nad 20W","Electrical resistors, fixed, except heating, > 20 wat",#Aaffc3,#32CD32
853331,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Odpory proměnné drátové,vč reostatů ap,do 20W","Wirewound variable resistors, rheostats, etc, <20 wat",#Aaffc3,#32CD32
853339,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Odpory proměn.drátové,vč reostatů ap,nad 20W","Wirewound variable resistors, rheostats, etc > 20 wat",#Aaffc3,#32CD32
853340,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Odpory proměn.drátové,vč reostatů,potenc,ost.","Variable resistors, rheostats and potentiometers, nes",#Aaffc3,#32CD32
853390,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Části odporů elektr,reostatů,potenciometrů","Parts of electrical resistors, rheostats, etc",#Aaffc3,#32CD32
853400,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,Obvody tištěné,Electronic printed circuits,#Aaffc3,#32CD32
853510,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Pojistky,nad 1000V","Electrical fuses, for voltage > 1kV",#Aaffc3,#32CD32
853521,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Vypínače elektr.obvodů automatické,do 72,5kV",Automatic circuit breakers for voltage 1-72.5 kV,#Aaffc3,#32CD32
853529,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Vypínače elektr.obvodů automatické,nad 72,5kV",Automatic circuit breakers for voltage > 72.5 kV,#Aaffc3,#32CD32
853530,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Odpojovače,vypínače zátěže,nad 1000V","Isolating and make-and-break switches, voltage >1 kV",#Aaffc3,#32CD32
853540,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Bleskojistky,omezovače napětí,proudu,nad1000V",Lightning arresters & voltage or surge limiters > 1kV,#Aaffc3,#32CD32
853590,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Zařízení el.k ochraně,spínání el.obvodů,>1000V,ost.","Electrical apparatus for voltage > 1kV, nes",#Aaffc3,#32CD32
853620,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Vypínače elektr.obvodů automatické,do 1000V","Automatic circuit breakers for < 1,000 volts",#Aaffc3,#32CD32
853650,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Vypínače ostatní,do 1000V","Electrical switches for < 1,000 volts, nes",#Aaffc3,#32CD32
853670,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Konektory pro opt.vlákna,jejich svazky a kabely<br>z opt.vláken","Connectors for optical fibres, optical fibre bundles or cables",#Aaffc3,#32CD32
853690,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Zařízení el.k ochraně,spínání el.obvodů,<1000V,ost.","Electrical switch, protector, connecter for < 1kV nes",#Aaffc3,#32CD32
853710,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Rozvaděče ap pro zařízení,rozvody el,do 1000V","Electrical control and distribution boards, < 1kV",#Aaffc3,#32CD32
853720,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Rozvaděče ap pro zaříz,rozvody el,nad 1000V","Electrical control and distribution boards, > 1kV",#Aaffc3,#32CD32
853810,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Rozvaděče,panely rozvodné ap bez přístrojů","Elictrical boards, panels, etc, not equipped",#Aaffc3,#32CD32
853890,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Části přístrojů k ochraně el.obvodů,rozvaděčů","Parts, electric switches, protectors & connectors nes",#Aaffc3,#32CD32
853931,Budovy,Snižování energetické náročnosti budov,Svícení,IN,"Výbojky fluorescen,s horkou katodou,ne ultraf","Fluorescent lamps, hot cathode",#D2F53C,#FFE119
853951,Budovy,Snižování energetické náročnosti budov,Svícení,IN,LED moduly,LED light sources and modules,#D2F53C,#FFE119
853952,Budovy,Snižování energetické náročnosti budov,Svícení,IN,LED světelné zdroje s paticí,LED light sources and lamps,#D2F53C,#FFE119
854141,Budovy,Snižování energetické náročnosti budov,Svícení,IN,Diody vyzařující světlo (LED),Photosensitive devices; LEDs,#D2F53C,#FFE119
854142,Výroba nízkoemisní elektřiny a paliv,Solární,Křemík / FVE,IN,Fotovoltaické články nesestavené do modulů ani<br>nezabudované do panelů,Photosensitive devices; unassembled photovoltaic cells,#3cb44b,#02DCA8
854143,Výroba nízkoemisní elektřiny a paliv,Solární,Křemík / FVE,IN,Fotovoltaické články sestavené do modulů nebo<br>zabudované do panelů,Photosensitive devices; assembled photovoltaic modules/panels,#3cb44b,#02DCA8
854149,Měřící a diagnostické přístroje; Monitoring,Polovodiče,Polovodiče,IN,Fotosenzitivní polovodičová zařízení (kromě fotovoltaických generátorů<br>a fotovoltaických článků),"Photosensitive devices; non-LED diodes, with/without assembled modules/panels",#ffe119,#DAA520
854151,Měřící a diagnostické přístroje; Monitoring,Polovodiče,Polovodiče,IN,Měniče na bázi polovodičů (kromě těch<br>fotosenzitivních),Photosensitive devices; semiconductor transducers,#ffe119,#DAA520
854159,Měřící a diagnostické přístroje; Monitoring,Polovodiče,Polovodiče,IN,"Polovodičová zařízení, jinde neuvedená ani nezahrnutá","Photosensitive devices; other than diodes, transistors, LEDs, piezoelectric crystals",#ffe119,#DAA520
854190,Měřící a diagnostické přístroje; Monitoring,Polovodiče,Polovodiče,IN,"Části diod,tranzistorů ap,svítivek,krystalů",Parts of semiconductor devices and similar devices,#ffe119,#DAA520
854330,Ukládání energie,Vodik a čpavek,"Ostatní elektrické stroje, např. k výrobě vodíku / Vodík",IN,"Stroje k galv.pokovení,elektroanalýze,-foréze","Apparatus for electro-plating, electrolysis, etc",#808000,#C6E0B4
854370,Ukládání energie,Vodik a čpavek,"Ostatní elektrické stroje, např. k výrobě vodíku / Vodík",IN,"Elektrické stroje a přístroje s vlastní<br>individuální funkcí, jinde v kapitole 85<br>neuvedené ani nezahrnuté","Electrical machines and apparatus: having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543",#808000,#C6E0B4
854390,Ukládání energie,Vodik a čpavek,"Ostatní elektrické stroje, např. k výrobě vodíku / Vodík",IN,"Části a součásti elektrických strojů a<br>přístrojů s vlastní individuální funkcí, jinde<br>v kapitole 85 neuvedené ani nezah",Parts of electrical machines and apparatus nes,#808000,#C6E0B4
854411,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,Dráty k navíjení měděné,Insulated winding wire of copper,#Aaffc3,#32CD32
854419,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Dráty k navíjení,ne měděné","Insulated winding wire, nes",#Aaffc3,#32CD32
854442,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Vodiče elektrické,<1000V,s přípojkami","Insulated electric conductors: for a voltage not exceeding 1000 volts, fitted with connectors",#Aaffc3,#32CD32
854449,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Vodiče elektrické,<1000V,bez přípojek","Electric conductors, nes < 80 volts, no connectors",#Aaffc3,#32CD32
854460,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Vodiče elektrické,>1000V","Electric conductors, for over 1,000 volts, nes",#Aaffc3,#32CD32
854610,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,Izolátory elektrické skleněné,Electrical insulators of glass,#Aaffc3,#32CD32
854620,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,Izolátory elektrické keramické,Electrical insulators of ceramics,#Aaffc3,#32CD32
854690,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Izolátory elektrické,ne skleněné,keramické","Electrical insulators, except glass/ceramics",#Aaffc3,#32CD32
854710,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,Součásti izolační keramické pro elektr.stroje,Electrical insulating fittings of ceramics,#Aaffc3,#32CD32
854720,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,Součásti izolační z plastů pro elektr.stroje,Electrical insulating fittings of plastics,#Aaffc3,#32CD32
854790,Energetické sítě,Distribuce a přenos elektřiny,Elektrické sítě a prvky,IN,"Trubky izolační z ob.kovů,souč.izolační ost.",Electrical insulating fittings except plastic/ceramic,#Aaffc3,#32CD32
854800,Ukládání energie,Vodik a čpavek,"Ostatní elektrické stroje, např. k výrobě vodíku / Vodík",IN,"Elektrické části a součásti strojů nebo<br>přístrojů, jinde neuvedené ani nezahrnuté v<br>kapitole 85",Unspecified electrical machinery parts,#808000,#C6E0B4
854911,Cirkularita,Cirkularita (výrobní a obalová),Elektronický odpad,IN,"Odpad a zbytky olověných akumulátorů, nepoužitelné<br>olověné akumulátory",Lead-acid accumulator scrap; spent accumulators,#f442d4,#FFD8B1
854912,Cirkularita,Cirkularita (výrobní a obalová),Elektronický odpad,IN,"Galvanické články, baterie a elektrické akumulátory:<br>nepoužitelné zboží, odpad a zbytky, obsahující<br>olovo, kadmium nebo","Battery scrap containing lead, cadmium, or mercury, excluding lead-acid",#f442d4,#FFD8B1
854913,Cirkularita,Cirkularita (výrobní a obalová),Elektronický odpad,IN,"Galvanické články, baterie a elektrické akumulátory:<br>nepoužitelné zboží, odpad a zbytky, roztříděné<br>podle chemického typ","Battery scrap sorted, free of lead, cadmium, mercury",#f442d4,#FFD8B1
